03,BAY,0531,NEW HORIZONS LEARNING CENTER,44,28,72,2,36,92,MAINTAINING,UNSATISFACTORY,MAINTAINING,MAINTAINING,DECLINING,,,,,,,NO,E,04,YES,38.3,80.7,
03,BAY,0581,ROSENWALD HIGH SCHOOL,27,52,79,2,40,81,MAINTAINING,MAINTAINING,MAINTAINING,UNSATISFACTORY,DECLINING,,,DECLINING,DECLINING,,,NO,A,03,YES,60.9,88.4,
03,BAY,0591,C C WASHINGTON ACADEMY,26,31,57,2,29,94,MAINTAINING,MAINTAINING,MAINTAINING,UNSATISFACTORY,DECLINING,,,MAINTAINING,,,,NO,A,02,YES,47.3,90.7,
03,BAY,0782,CENTRAL HIGH SCHOOL,44,71,115,2,58,99,COMMENDABLE,MAINTAINING,MAINTAINING,UNSATISFACTORY,,,,,,,,YES,A,03,NO,21.7,84.7,
05,BREVARD,0089,FIELDSTON PREPARATORY SCHOOL,26,10,36,2,18,96,UNSATISFACTORY,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,MAINTAINING,DECLINING,,,,,,NO,E,04,YES,46.8,86.7,
05,BREVARD,1028,DEVEREUX HOSPITAL,44,50,94,2,47,98,MAINTAINING,UNSATISFACTORY,,UNSATISFACTORY,DECLINING,,,,,,,NO,E,04,NO,48.1,0,
05,BREVARD,1029,RIVERDALE COUNTRY DAY SCHOOL,36,21,57,2,29,83,MAINTAINING,,UNSATISFACTORY,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,NO,E,04,YES,41.9,79.1,
06,BROWARD,0405,LANIER-JAMES EDUCATION CENTER,35,19,54,2,27,80,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,,,,DECLINING,DECLINING,DECLINING,,NO,A,04,NO,87.4,72.2,Y
06,BROWARD,0452,WHIDDON RODGERS EDUCATION CENTER,32,47,79,2,40,77,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,NO,A,04,NO,95.3,78.3,Y
06,BROWARD,0601,SEAGULL SCHOOL,32,75,107,2,54,91,COMMENDABLE,MAINTAINING,MAINTAINING,,,,,,,,,NO,A,03,NO,94.6,79,
06,BROWARD,0871,BRIGHT HORIZONS,59,45,104,2,52,97,COMMENDABLE,UNSATISFACTORY,,,DECLINING,IMPROVING,IMPROVING,,,,,NO,E,04,NO,65.1,69.3,
06,BROWARD,0991,WINGATE OAKS CENTER,25,20,45,2,23,94,UNSATISFACTORY,MAINTAINING,,,MAINTAINING,DECLINING,DECLINING,,,,,NO,E,04,NO,95.5,84.2,Y
06,BROWARD,1021,THE QUEST CENTER,23,24,47,2,24,97,UNSATISFACTORY,MAINTAINING,,,IMPROVING,DECLINING,IMPROVING,,,,,NO,E,04,NO,71.5,62.6,
06,BROWARD,1752,WHISPERING PINES EXCEPTIONAL EDUCATION CENTER,44,46,90,2,45,93,MAINTAINING,MAINTAINING,MAINTAINING,,MAINTAINING,DECLINING,DECLINING,,,,,NO,A,04,NO,71.9,69.5,
06,BROWARD,2123,CYPRESS RUN ALTERNATIVE/ESE,,,,,,,I,,,,,,,,,DECLINING,,NO,A,04,NO,88.2,80.5,Y
06,BROWARD,3222,CROSS CREEK SCHOOL,54,46,100,2,50,93,COMMENDABLE,UNSATISFACTORY,MAINTAINING,,DECLINING,DECLINING,DECLINING,,,,,NO,E,04,NO,68.8,84,
06,BROWARD,3651,DAVE THOMAS EDUCATION CENTER WEST,45,74,119,2,60,95,COMMENDABLE,COMMENDABLE,MAINTAINING,UNSATISFACTORY,MAINTAINING,,,DECLINING,,DECLINING,,NO,A,04,NO,93,81,
06,BROWARD,5009,ANDREWS HIGH SCHOOL,31,68,99,2,50,99,COMMENDABLE,COMMENDABLE,COMMENDABLE,,DECLINING,,,,,,,YES,A,03,NO,89.1,59.3,
06,BROWARD,5028,ACADEMIC SOLUTIONS HIGH SCHOOL,36,54,90,2,45,96,MAINTAINING,COMMENDABLE,MAINTAINING,,,,,,,,,YES,A,03,NO,87.8,73.7,
06,BROWARD,5060,SUNFIRE HIGH SCHOOL,40,50,90,2,45,100,MAINTAINING,MAINTAINING,COMMENDABLE,,,,,,,,,YES,A,03,NO,93.2,47.6,
06,BROWARD,5209,ASCEND CAREER ACADEMY,38,44,82,2,41,87,MAINTAINING,MAINTAINING,MAINTAINING,UNSATISFACTORY,,,,,,,,YES,A,03,NO,82,100,
06,BROWARD,5233,ACADEMIC SOLUTIONS ACADEMY A,36,77,113,2,57,92,COMMENDABLE,COMMENDABLE,MAINTAINING,,,,,,,,,YES,A,03,NO,88.8,77.8,
06,BROWARD,5481,SUNRISE HIGH SCHOOL,45,75,120,2,60,97,COMMENDABLE,COMMENDABLE,MAINTAINING,MAINTAINING,,,,,,,,YES,A,03,NO,97.9,80.4,
06,BROWARD,5861,SUNED HIGH SCHOOL OF NORTH BROWARD,48,83,131,2,66,95,COMMENDABLE,COMMENDABLE,COMMENDABLE,,,,,,,,,YES,A,03,NO,83.3,97.6,
06,BROWARD,6501,HENRY D PERRY EDUCATIONAL CENTER,56,53,109,2,55,84,MAINTAINING,MAINTAINING,,,,,,,,,,NO,A,04,NO,86.9,37.3,
08,CHARLOTTE,0042,CHARLOTTE HARBOR SCHOOL,59,49,108,2,54,93,COMMENDABLE,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,IMPROVING,DECLINING,IMPROVING,,,,,NO,E,04,NO,38.2,96.2,
08,CHARLOTTE,0171,THE ACADEMY,44,56,100,2,50,88,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,NO,A,04,YES,35.1,100,
08,CHARLOTTE,0282,CROSSROADS HOPE ACADEMY,,,,,,,I,MAINTAINING,,,,,,,,,,YES,A,04,YES,45.5,100,Y
09,CITRUS,0201,CREST SCHOOL,35,37,72,2,36,98,MAINTAINING,MAINTAINING,MAINTAINING,UNSATISFACTORY,MAINTAINING,DECLINING,IMPROVING,,,,,NO,E,04,NO,25.8,78.3,
10,CLAY,0111,R. C. BANNERMAN LEARNING CENTER,43,47,90,2,45,85,MAINTAINING,MAINTAINING,MAINTAINING,UNSATISFACTORY,DECLINING,DECLINING,DECLINING,DECLINING,,,,NO,A,04,NO,43.1,91.3,
11,COLLIER,9004,IMMOKALEE TEEN PARENTING PROG,60,,60,1,60,94,COMMENDABLE,MAINTAINING,,,,,,DECLINING,DECLINING,IMPROVING,,NO,A,04,NO,96.4,96.7,
11,COLLIER,9007,NEW BEGINNINGS IMMOKALEE,33,28,61,2,31,96,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,IMPROVING,DECLINING,DECLINING,DECLINING,IMPROVING,IMPROVING,,NO,A,04,NO,95.7,95.2,
11,COLLIER,9008,NAPLES AREA TEENAGE PARENTING,30,,30,1,30,94,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,NO,A,04,NO,84.8,96.8,
11,COLLIER,9010,NEW BEGINNINGS - NAPLES,45,38,83,2,42,97,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,DECLINING,MAINTAINING,IMPROVING,MAINTAINING,DECLINING,IMPROVING,MAINTAINING,NO,A,04,NO,82.9,94.9,
11,COLLIER,9015,THE PHOENIX PROGRAM NAPLES,40,40,80,2,40,88,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,NO,A,04,NO,69.6,76.9,Y
11,COLLIER,9026,THE PHOENIX PROGRAM-IMMOKALEE,40,38,78,2,39,87,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,NO,A,04,NO,83.8,95,Y
11,COLLIER,9027,BEACON HIGH SCHOOL,61,70,131,2,66,89,MAINTAINING,COMMENDABLE,COMMENDABLE,,MAINTAINING,,,,,,,NO,A,03,NO,80.8,78.6,
12,COLUMBIA,0221,PATHWAYS ACADEMY,25,24,49,2,25,91,UNSATISFACTORY,MAINTAINING,,,MAINTAINING,,,,,DECLINING,DECLINING,NO,A,04,NO,61.3,100,
13,MIAMI-DADE,0921,NEVA KING COOPER EDUCATIONAL CENTER,18,24,42,2,21,100,UNSATISFACTORY,MAINTAINING,,,IMPROVING,IMPROVING,,,,,,NO,E,04,YES,83.2,83.8,
13,MIAMI-DADE,1070,SOUTH FLORIDA AUTISM CHARTER SCHOOL INC,50,47,97,2,49,89,MAINTAINING,MAINTAINING,,,DECLINING,IMPROVING,IMPROVING,,,,,YES,E,04,NO,87.8,60.6,
13,MIAMI-DADE,6018,THE SEED SCHOOL OF MIAMI,35,39,74,2,37,100,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,YES,A,04,YES,97.7,95.9,
13,MIAMI-DADE,6057,PHOENIX ACADEMY OF EXCELLENCE NORTH,49,18,67,2,34,95,MAINTAINING,,,,,,,,,,,YES,A,02,NO,100,70,
13,MIAMI-DADE,7015,STELLAR LEADERSHIP ACADEMY,22,60,82,2,41,82,MAINTAINING,MAINTAINING,MAINTAINING,UNSATISFACTORY,,,,,,DECLINING,,YES,A,03,YES,99.6,99.7,
13,MIAMI-DADE,7062,C. G. BETHEL HIGH SCHOOL,44,64,108,2,54,96,COMMENDABLE,MAINTAINING,MAINTAINING,,DECLINING,,,,,,,YES,A,03,NO,93.6,31.5,
13,MIAMI-DADE,7065,CHAMBERS HIGH SCHOOL,36,58,94,2,47,98,MAINTAINING,COMMENDABLE,COMMENDABLE,UNSATISFACTORY,,,,,,,,YES,A,03,NO,95.7,55.9,
13,MIAMI-DADE,7067,GREEN SPRINGS HIGH SCHOOL,54,97,151,2,76,99,COMMENDABLE,COMMENDABLE,COMMENDABLE,MAINTAINING,DECLINING,,,,,,,YES,A,03,NO,96.6,32.2,
13,MIAMI-DADE,7068,NORTH GARDENS HIGH SCHOOL,37,78,115,2,58,97,COMMENDABLE,COMMENDABLE,COMMENDABLE,UNSATISFACTORY,DECLINING,,,,,,,YES,A,03,NO,98.7,29.7,
13,MIAMI-DADE,7069,NORTH PARK HIGH SCHOOL,28,85,113,2,57,98,COMMENDABLE,COMMENDABLE,COMMENDABLE,MAINTAINING,DECLINING,,,,,,,YES,A,03,NO,98.5,35.6,
13,MIAMI-DADE,7631,MIAMI MACARTHUR EDUCATIONAL CENTER,15,39,54,2,27,85,MAINTAINING,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,,,,,,,,NO,A,04,YES,99.1,93.6,
13,MIAMI-DADE,7827,PATH ACADEMY,14,4,18,2,9,100,UNSATISFACTORY,,,,,,,,,,,NO,A,01,NO,100,93.2,
13,MIAMI-DADE,7834,ACCELERATION ACADEMIES LLC,53,,53,1,53,68,MAINTAINING,,,,,,,,,,,NO,A,03,NO,95.9,3,
13,MIAMI-DADE,7835,RICHMOND PERRINE OPTIMIST,30,50,80,2,40,72,MAINTAINING,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,,,,,,,DECLINING,NO,A,04,YES,98.1,75,
13,MIAMI-DADE,7840,TURNER/GUILFORD/KNIGHT,40,,40,1,40,98,MAINTAINING,MAINTAINING,MAINTAINING,UNSATISFACTORY,,,,,,,,NO,A,04,NO,100,18.9,
13,MIAMI-DADE,7860,SECONDARY STUDENT SUCCESS CENTER 801,4,18,22,2,11,90,UNSATISFACTORY,MAINTAINING,MAINTAINING,UNSATISFACTORY,,,DECLINING,DECLINING,,,,NO,A,02,YES,100,90.2,
13,MIAMI-DADE,7861,SECONDARY STUDENT SUCCESS CENTER 802,14,50,64,2,32,88,MAINTAINING,MAINTAINING,MAINTAINING,UNSATISFACTORY,,,,DECLINING,,,,NO,A,02,YES,96.8,100,
13,MIAMI-DADE,7862,SECONDARY STUDENT SUCCESS CENTER 803,19,15,34,2,17,80,UNSATISFACTORY,UNSATISFACTORY,MAINTAINING,MAINTAINING,,,DECLINING,,,,,NO,A,02,YES,100,91.7,
13,MIAMI-DADE,7863,SECONDARY STUDENT SUCCESS CENTER-804,32,43,75,2,38,96,MAINTAINING,MAINTAINING,,UNSATISFACTORY,,,IMPROVING,,,,,NO,A,02,YES,95.5,92.6,
13,MIAMI-DADE,7891,ACCELERATION ACADEMIES LLC  HOMESTEAD,54,,54,1,54,74,MAINTAINING,,,,,,,,,,,NO,A,03,NO,98.1,10.5,
13,MIAMI-DADE,8019,DR. MARVIN DUNN ACADEMY FOR COMMUNITY EDUCATION.,44,46,90,2,45,100,MAINTAINING,COMMENDABLE,MAINTAINING,UNSATISFACTORY,,IMPROVING,DECLINING,DECLINING,,,,NO,A,03,YES,100,81.7,
13,MIAMI-DADE,8101,JANN MANN EDUCATIONAL CENTER,29,53,82,2,41,91,MAINTAINING,UNSATISFACTORY,MAINTAINING,MAINTAINING,,,DECLINING,DECLINING,,,,NO,A,04,YES,99.3,92.5,
13,MIAMI-DADE,8121,COPE CENTER NORTH,65,74,139,2,70,100,COMMENDABLE,MAINTAINING,MAINTAINING,MAINTAINING,,,,DECLINING,,,,NO,A,04,YES,96.3,96.6,
13,MIAMI-DADE,8131,DOROTHY M. WALLACE COPE CENTER,53,92,145,2,73,93,COMMENDABLE,MAINTAINING,MAINTAINING,MAINTAINING,,,,DECLINING,,,DECLINING,NO,A,04,YES,100,94.9,
13,MIAMI-DADE,8151,ROBERT RENICK EDUCATION CENTER,52,26,78,2,39,88,MAINTAINING,MAINTAINING,MAINTAINING,UNSATISFACTORY,MAINTAINING,,,,,,,NO,E,04,YES,91.7,98.5,
13,MIAMI-DADE,8181,RUTH OWENS KRUSE EDUCATION CENTER,37,51,88,2,44,96,MAINTAINING,MAINTAINING,MAINTAINING,COMMENDABLE,MAINTAINING,DECLINING,,,,,,NO,E,04,YES,89.4,95,
13,MIAMI-DADE,9732,BRUCIE BALL EDUCATIONAL CENTER,50,39,89,2,45,92,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,DECLINING,,,,,,NO,E,04,NO,94.5,65.4,
14,DESOTO,0291,DESOTO ALTERNATIVE PROGRAM,27,20,47,2,24,91,UNSATISFACTORY,,,,,,,,,,,NO,A,04,YES,50,100,
16,DUVAL,0271,GRASP ACADEMY,43,32,75,2,38,100,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,NO,A,04,YES,38.5,70.9,
16,DUVAL,0281,OAK HILL ACADEMY,24,22,46,2,23,100,UNSATISFACTORY,MAINTAINING,,,,,,,,,,NO,E,04,YES,69.2,93.9,
16,DUVAL,0291,THE BRIDGE,31,29,60,2,30,97,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,NO,A,04,YES,91.8,100,
16,DUVAL,0321,MARINE SCIENCE EDUCATION CENTER,94,,94,1,94,100,COMMENDABLE,COMMENDABLE,,,,,,,,,,NO,A,03,NO,12.8,10.1,
16,DUVAL,0391,GATEWAY COMMUNITY SERVICES,60,50,110,2,55,89,MAINTAINING,MAINTAINING,,,,,,,,,,NO,A,04,NO,58.8,33.3,Y
16,DUVAL,1641,MT. HERMAN ESE CENTER,27,18,45,2,23,86,UNSATISFACTORY,,,,MAINTAINING,MAINTAINING,DECLINING,,,,,NO,E,04,YES,75.3,75.3,
16,DUVAL,1701,PALM AVENUE EXCEP. STUDENT CENTER,38,56,94,2,47,98,MAINTAINING,COMMENDABLE,,,IMPROVING,DECLINING,IMPROVING,,,,,NO,E,04,YES,66.9,72.4,
16,DUVAL,1761,PRETRIAL DETENTION FACILITY,52,18,70,2,35,97,MAINTAINING,COMMENDABLE,MAINTAINING,MAINTAINING,,,,,,,,NO,A,03,NO,90.5,31.7,
16,DUVAL,1811,HOSPITAL AND HOMEBOUND,42,53,95,2,48,74,MAINTAINING,,MAINTAINING,,,,,,,,,NO,E,04,NO,63.1,31.2,
16,DUVAL,1821,YOUTH DEVELOPMENT CENTER,38,,38,1,38,97,MAINTAINING,MAINTAINING,,,,,,,,,,NO,A,04,NO,66.7,47.8,Y
16,DUVAL,2521,ALDEN ROAD EXCEP. STUDENT CENTER,24,20,44,2,22,100,UNSATISFACTORY,MAINTAINING,,,DECLINING,DECLINING,IMPROVING,,,,,NO,E,04,YES,58.1,57.6,
17,ESCAMBIA,0211,CAMELOT ACADEMY OF ESCAMBIA COUNTY,20,25,45,2,23,95,UNSATISFACTORY,UNSATISFACTORY,MAINTAINING,MAINTAINING,,MAINTAINING,DECLINING,DECLINING,,,,NO,A,04,NO,84.9,100,
17,ESCAMBIA,0866,JUDY ANDREWS SECOND CHANCE CENTER,32,44,76,2,38,94,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,NO,A,04,YES,59.6,100,
17,ESCAMBIA,0922,ESCAMBIA WESTGATE CENTER,50,47,97,2,49,98,MAINTAINING,MAINTAINING,,,DECLINING,IMPROVING,DECLINING,,,,,NO,E,04,NO,53.3,83.6,
17,ESCAMBIA,0924,LAKEVIEW SPECIAL EDUCATION,27,20,47,2,24,94,UNSATISFACTORY,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,NO,E,04,NO,60,100,
17,ESCAMBIA,2067,ESCAMBIA SCH. DIST. JAIL PROG.,20,,20,1,20,97,UNSATISFACTORY,UNSATISFACTORY,,,,,,,,,,NO,A,04,NO,,36.4,Y
17,ESCAMBIA,2104,JACKIE HARRIS PREPARATORY ACADEMY,38,50,88,2,44,99,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,IMPROVING,IMPROVING,IMPROVING,DECLINING,,,,YES,A,01,YES,100,100,
19,FRANKLIN,0101,FRANKLIN COUNTY ALTERNATIVE SCHOOL,54,,54,1,54,85,MAINTAINING,MAINTAINING,,,,,,,,,,NO,A,04,YES,16.3,100,
20,GADSDEN,0231,CARTER PARRAMORE ACADEMY,32,30,62,2,31,87,MAINTAINING,,,,MAINTAINING,DECLINING,DECLINING,MAINTAINING,,DECLINING,,NO,A,04,YES,99.4,100,
20,GADSDEN,9106,GADSDEN CENTRAL ACADEMY,,18,18,1,18,88,UNSATISFACTORY,MAINTAINING,,,,,,,,,,NO,E,04,NO,96,100,
25,HARDEE,0081,PIONEER CAREER ACADEMY,43,38,81,2,41,100,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,,NO,A,04,NO,71.4,100,
26,HENDRY,0401,LABELLE YOUTH DEVELOPMENTAL ACADEMY,47,,47,1,47,96,MAINTAINING,MAINTAINING,,,,,,,,,,NO,A,04,NO,65.2,100,Y
27,HERNANDO,0331,ENDEAVOR ACADEMY,30,47,77,2,39,92,MAINTAINING,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,,,,,,,,NO,A,04,NO,39.4,100,
29,HILLSBOROUGH,0063,CARVER EXCEPTIONAL CENTER,22,31,53,2,27,97,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,DECLINING,DECLINING,,,,,,NO,E,04,YES,84,96,
29,HILLSBOROUGH,0363,WATERS CAREER CENTER,38,48,86,2,43,79,MAINTAINING,MAINTAINING,COMMENDABLE,MAINTAINING,DECLINING,,,,,,,NO,A,04,NO,93.8,94.5,
29,HILLSBOROUGH,0371,SIMMONS CAREER CENTER,52,71,123,2,62,92,COMMENDABLE,COMMENDABLE,COMMENDABLE,MAINTAINING,DECLINING,,,,,,,NO,A,03,NO,66,86.4,
29,HILLSBOROUGH,1202,WILLIS PETERS EXCEPTIONAL CENTER,24,9,33,2,17,97,UNSATISFACTORY,MAINTAINING,,,DECLINING,,,,,,,NO,E,04,YES,57.1,75.3,
29,HILLSBOROUGH,2541,LOPEZ EXCEPTIONAL STUDENT EDUCATION CENTER,18,25,43,2,22,100,UNSATISFACTORY,MAINTAINING,,,,,,,,,,NO,E,04,YES,59.7,82.3,
29,HILLSBOROUGH,2972,MENDEZ EXCEPTIONAL CENTER,41,19,60,2,30,90,MAINTAINING,MAINTAINING,,,DECLINING,,,,,,,NO,E,04,YES,80,92.9,Y
29,HILLSBOROUGH,3782,LAVOY EXCEPTIONAL CENTER,19,14,33,2,17,96,UNSATISFACTORY,MAINTAINING,,,IMPROVING,,,,,,,NO,E,04,YES,72.7,71.8,
29,HILLSBOROUGH,4002,SIMMONS EXCEPTIONAL CENTER,50,18,68,2,34,91,MAINTAINING,UNSATISFACTORY,MAINTAINING,MAINTAINING,DECLINING,,,,,,,NO,E,04,YES,52.9,83.3,
29,HILLSBOROUGH,4154,SOUTH COUNTY CAREER CENTER,47,52,99,2,50,93,COMMENDABLE,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,NO,A,04,NO,71.1,80.6,
29,HILLSBOROUGH,4155,BOWERS-WHITLEY CAREER CENTER,41,57,98,2,49,94,MAINTAINING,COMMENDABLE,MAINTAINING,,,,,,,,,NO,A,03,NO,79.5,89,
29,HILLSBOROUGH,4321,DOROTHY THOMAS CENTER,43,42,85,2,43,98,MAINTAINING,UNSATISFACTORY,MAINTAINING,UNSATISFACTORY,DECLINING,MAINTAINING,IMPROVING,,,,,NO,E,04,YES,59.3,84.6,
29,HILLSBOROUGH,4562,CAMINITI EXCEPTIONAL CENTER,14,32,46,2,23,99,UNSATISFACTORY,MAINTAINING,,,DECLINING,,,,,,,NO,E,04,YES,69.2,81.3,
29,HILLSBOROUGH,5371,HOSPITAL/HOMEBOUND/HOMEBASED PROGRAMS,41,35,76,2,38,82,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,,,,,,,,NO,E,04,NO,73.2,36.1,
29,HILLSBOROUGH,6609,PEPIN ACADEMIES,42,44,86,2,43,99,MAINTAINING,MAINTAINING,MAINTAINING,MAINTAINING,DECLINING,IMPROVING,DECLINING,,,,,YES,E,04,NO,62.7,58.3,
29,HILLSBOROUGH,6639,FLORIDA AUTISM CHARTER SCHOOL OF EXCELLENCE,45,47,92,2,46,89,MAINTAINING,,,,MAINTAINING,IMPROVING,DECLINING,,,,,YES,E,04,YES,72.7,73.7,
29,HILLSBOROUGH,6646,SEMINOLE HEIGHTS CHARTER HIGH SCHOOL,38,91,129,2,65,100,COMMENDABLE,COMMENDABLE,COMMENDABLE,,MAINTAINING,,,,,,,YES,A,03,YES,91.7,69.8,
29,HILLSBOROUGH,6659,WEST UNIVERSITY CHARTER HIGH,30,82,112,2,56,98,COMMENDABLE,MAINTAINING,MAINTAINING,,MAINTAINING,,,,,,,YES,A,03,YES,90.9,31.7,
29,HILLSBOROUGH,7672,FOCUS ACADEMY,48,71,119,2,60,97,COMMENDABLE,MAINTAINING,,,,,,,,,,YES,E,03,NO,52.8,26.8,
30,HOLMES,0471,GRADUATION ASSISTANCE PROGRAM,20,26,46,2,23,86,UNSATISFACTORY,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,,,,,,,,NO,A,04,NO,9.1,100,
31,INDIAN RIVER,0033,ALTERNATIVE CENTER FOR EDUCATION,13,31,44,2,22,80,UNSATISFACTORY,MAINTAINING,UNSATISFACTORY,MAINTAINING,MAINTAINING,,,,,,,NO,A,04,NO,78.9,78.7,
31,INDIAN RIVER,0131,WABASSO SCHOOL,61,68,129,2,65,96,COMMENDABLE,MAINTAINING,,,,,,,,,,NO,E,04,NO,44.7,67.9,
32,JACKSON,0202,HOPE SCHOOL,49,45,94,2,47,100,MAINTAINING,MAINTAINING,,UNSATISFACTORY,DECLINING,IMPROVING,DECLINING,,,,,NO,E,04,YES,40.9,92.4,
32,JACKSON,0212,JACKSON ALTERNATIVE SCHOOL,46,30,76,2,38,84,MAINTAINING,MAINTAINING,MAINTAINING,UNSATISFACTORY,DECLINING,DECLINING,DECLINING,,DECLINING,DECLINING,DECLINING,NO,A,04,YES,53.2,100,
35,LAKE,0533,LAKE HILLS SCHOOL,45,57,102,2,51,97,COMMENDABLE,MAINTAINING,,,DECLINING,IMPROVING,MAINTAINING,,,,,NO,E,04,NO,46.5,77.4,
35,LAKE,0536,LAKE ACADEMY EUSTIS,31,21,52,2,26,86,MAINTAINING,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,DECLINING,,,,,,,NO,A,04,NO,45.9,100,
35,LAKE,9010,LAKE ACADEMY LEESBURG,47,24,71,2,36,94,MAINTAINING,,UNSATISFACTORY,UNSATISFACTORY,DECLINING,,,,,,,NO,A,04,NO,67.1,100,
35,LAKE,9018,ALEE ACADEMY CHARTER SCHOOL,51,48,99,2,50,86,MAINTAINING,MAINTAINING,,UNSATISFACTORY,,,,,DECLINING,DECLINING,DECLINING,YES,A,03,YES,56.4,75.1,Y
36,LEE,0152,LEE ADOLESCENT MOTHERS PROGRAM,33,59,92,2,46,97,MAINTAINING,COMMENDABLE,MAINTAINING,MAINTAINING,DECLINING,,,DECLINING,,,,NO,A,04,YES,85.5,100,
36,LEE,0651,ROYAL PALM EXCEPTIONAL SCHOOL CENTER,34,37,71,2,36,93,MAINTAINING,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,MAINTAINING,DECLINING,DECLINING,,,,,NO,E,04,YES,69.9,100,
36,LEE,0682,SW FL ADDICTION SERVICES-THE VINCE SMITH CENTER,55,,55,1,55,76,MAINTAINING,MAINTAINING,,,,,,,,,,NO,A,03,NO,33.3,27.3,Y
36,LEE,0701,BUCKINGHAM EXCEPTIONAL STUDENT CENTER,10,35,45,2,23,99,UNSATISFACTORY,MAINTAINING,,,DECLINING,IMPROVING,IMPROVING,,,,,NO,E,04,YES,52,98.8,
36,LEE,4212,CITY OF PALMS CHARTER HIGH SCHOOL,48,,48,1,48,96,MAINTAINING,COMMENDABLE,,,MAINTAINING,,,,,,,YES,A,03,NO,90.7,95.1,
36,LEE,4221,ACCELERATION MIDDLE CHARTER SCHOOL,22,22,44,2,22,93,UNSATISFACTORY,UNSATISFACTORY,UNSATISFACTORY,MAINTAINING,,,,,,,,YES,A,02,YES,68.9,100,
