OBJECTID,Case Number,Crime Type,Crime Type Extension,Reported Date,Address,zip
1095744,2018-642922          ,TRAFFIC,Non Incapacitating Injury,09/15/2018,18400 BLOCK WAYNE RD,33556
1070523,2018-358747          ,TRAFFIC,Non Incapacitating Injury,05/24/2018,18900 BLOCK GUNN HW,33556
1112369,2018-817581          ,MISCHIEF,CRIMINAL MISCHIEF FELONY,11/26/2018,17600 BLOCK GUNN HW,33556
1101343,2018-703447          ,TRAFFIC,Non Incapacitating Injury,10/08/2018,GUNN HW / VAN DYKE RD,33556
1054662,2018-193337          ,TRAFFIC,Property Damage,03/20/2018,PATTERSON RD / GLASS LAKE DR,33556
1162897,2019-468933          ,TRAFFIC,Property Damage,07/03/2019,RACE TRACK RD  /  PONY EXPRESS WY,33556
1133474,2019-142511          ,FRAUD,FRAUD-IMPERSONATION,02/27/2019,19600 BLOCK PINE TREE RD,33556
1133826,2019-144745          ,TRAFFIC,Property Damage,02/28/2019,GUNN HW / SOUTH MOBLEY RD,33556
1116703,2018-863807          ,TRAFFIC,Property Damage,12/14/2018,CRAWLEY RD / KEYSTONE GROVE BL,33556
1182834,2019-699438          ,TRAFFIC,Non Incapacitating Injury,09/29/2019,CRAWLEY RD  /  NORTH MOBLEY RD,33556
1184068,2019-713473          ,TRAFFIC,Property Damage,10/04/2019,GUNN HW  /  COSME RD,33556
1185459,2019-729075          ,TRAFFIC,Incapacitating,10/10/2019,PATTERSON RD  /  SILVER DOLLAR DR,33556
1172950,2019-588640          ,TRAFFIC,Non Incapacitating Injury,08/18/2019,GUNN HW  /  VAN DYKE RD,33556
1205811,2020-30267           ,BURGLARY,THEFT FROM A VEHICLE,01/12/2020,18100 BLOCK JORENE CR,33556
1208934,2020-65490           ,TRAFFIC,Property Damage,01/25/2020,GUNN HW  /  BINDER RD,33556
1180696,2019-676680          ,FRAUD,FRAUD-CREDIT CARD,09/20/2019,8500 BLOCK GUNN HW,33556
1183152,2019-705353          ,BURGLARY,BURGLARY - ARMED,10/01/2019,15900 BLOCK RACE TRACK RD,33556
1188897,2019-763572          ,FRAUD,FRAUD-OTHER,10/24/2019,12600 BLOCK FOXBROOK LN,33556
1191121,2019-792641          ,THEFT,PETIT THEFT - ALL OTHER,11/04/2019,16100 BLOCK MCARN TL,33556
1214404,2019-658796          ,TRAFFIC,Fatal Injury,02/18/2020,VAN DYKE RD / BROWN RD,33556
1224042,2020-250318          ,BATTERY,BATTERY-SIMPLE,04/09/2020,17200 BLOCK BREEDERS CUP DR,33556
1235678,2020-395493          ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,06/16/2020,16100 BLOCK BELLE MEADE BL,33556
1237467,2020-418408          ,TRAFFIC,Incapacitating,06/26/2020,PATTERSON RD  /  EAGLES ENTRY DR,33556
1238260,2020-426981          ,DUI,DUI (DRIVING UNDER INFLUENCE),06/30/2020,GUNN HW  /  NORTH MOBLEY RD,33556
1267059,2020-764508          ,TRAFFIC,Incapacitating,11/26/2020,PATTERSON RD  /  EAGLES ENTRY DR,33556
1272864,2020-830576          ,BATTERY,BATTERY-SIMPLE,12/25/2020,13100 BLOCK ROYAL GEORGE AV,33556
1274567,2021-7199            ,TRAFFIC,Property Damage,01/04/2021,TARPON SPRINGS RD  /  BOY SCOUT RD,33556
1051877,2018-165812          ,BATTERY,BATTERY-SIMPLE,03/08/2018,17100 BLOCK LONGACRES LN,33556
1065279,2018-303141          ,TRAFFIC,Property Damage,05/02/2018,17600 BLOCK BOY SCOUT RD,33556
1048004,2018-129105          ,TRAFFIC,Property Damage,02/21/2018,GUNN HW / VIVIAN BASS WY,33556
1084300,2018-516171          ,THEFT,PETIT THEFT - ALL OTHER,07/26/2018,8600 BLOCK VIVIAN BASS WY,33556
1069006,2018-342169          ,TRAFFIC,Property Damage,05/17/2018,GUNN HW / VAN DYKE RD,33556
1096262,2018-647611          ,FRAUD,FRAUD-OTHER,09/17/2018,7000 BLOCK JONES RD,33556
1097576,2018-664838          ,TRAFFIC,Property Damage,09/23/2018,VAN DYKE RD / RAMBLEWOOD RD,33556
1115976,2018-854506          ,DRUGS,DRUGS/NARCOTICS,12/11/2018,9600 BLOCK GUNN HW,33556
1099405,2018-681585          ,TRAFFIC,Non Incapacitating Injury,09/30/2018,18100 BLOCK PATTERSON RD,33556
1110872,2018-800949          ,THEFT,THEFT VEHICLE & OTHER MOBILE,11/18/2018,6400 BLOCK THOROUGHBRED LP,33556
1116594,2018-861471          ,TRAFFIC,Property Damage,12/13/2018,GUNN HW / SOUTH MOBLEY RD,33556
1147337,2019-295379          ,TRAFFIC,Property Damage,04/28/2019,GUNN HW / NORTH MOBLEY RD,33556
1150314,2019-327102          ,TRAFFIC,Property Damage,05/10/2019,GUNN HW / RACE TRACK RD,33556
1155930,2019-386142          ,TRAFFIC,Non Incapacitating Injury,06/02/2019,PATTERSON RD  /  LAKE JULIA CR,33556
1164506,2019-490744          ,TRAFFIC,Property Damage,07/11/2019,PATTERSON RD  /  LAKE JULIA CR,33556
1135658,2019-164648          ,TRAFFIC,Property Damage,03/08/2019,ROYAL GEORGE AV / SHINNECOCK DR,33556
1166587,2019-512717          ,TRAFFIC,Property Damage,07/20/2019,VAN DYKE RD  /  GUNN HW,33556
1179033,2019-659656          ,TRAFFIC,Non Incapacitating Injury,09/13/2019,LUTZ LAKE FERN RD W  /  BARRIE ACRES TL,33558
1183521,2019-707216          ,DUI,DUI (DRIVING UNDER INFLUENCE),10/02/2019,BOY SCOUT RD  /  CASTLEBERRY RD,33556
1168227,2019-533984          ,TRAFFIC,Property Damage,07/28/2019,GUNN HW  /  KEYSTONE CROSSING BL,33556
1197032,2019-862733          ,TRAFFIC,Property Damage,12/02/2019,GUNN HW  /  MILES RD,33556
1204543,2020-13702           ,TRAFFIC,Non Incapacitating Injury,01/06/2020,TARPON SPRINGS RD / DAKOTA RD,33556
1214161,2020-1500228         ,FRAUD,FRAUD-IMPERSONATION,02/17/2020,16100 BLOCK SUNCREST SHORES DR,33556
1216797,2020-157488          ,TRAFFIC,Property Damage,02/28/2020,GUNN HW  /  VAN DYKE RD,33556
1228519,2020-1500961         ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,05/08/2020,12600 BLOCK PORTMARNOCK DR,33556
1248390,2020-548580          ,TRAFFIC,Property Damage,08/26/2020,GUNN HW  /  VAN DYKE RD,33556
1253451,2020-1502456         ,FRAUD,FRAUD-IMPERSONATION,09/21/2020,7600 BLOCK DUNBRIDGE DR,33556
1254324,2020-618373          ,TRAFFIC,Non Incapacitating Injury,09/26/2020,GUNN HW  /  LUTZ LAKE FERN RD,33556
1261088,2020-694314          ,TRAFFIC,Non Incapacitating Injury,10/27/2020,GUNN HW  /  VAN DYKE RD,33556
1261984,2020-706025          ,TRAFFIC,Non Incapacitating Injury,11/01/2020,PATTERSON RD  /  SILVER DOLLAR DR,33556
1262688,2020-713900          ,DUI,DUI (DRIVING UNDER INFLUENCE),11/04/2020,GUNN HW  /  VAN DYKE RD,33556
1262708,2020-713928          ,TRAFFIC,Non Incapacitating Injury,11/04/2020,GUNN HW  /  MISTY MORNING TL,33556
1263558,2020-725188          ,TRAFFIC,Property Damage,11/09/2020,TARPON SPRINGS RD  /  GUNN HW,33556
1271536,2020-814753          ,TRAFFIC,Property Damage,12/18/2020,GUNN HW  /  VAN DYKE RD,33556
1278131,2021-47567           ,TRAFFIC,Non Incapacitating Injury,01/22/2021,BOY SCOUT RD  /  CASTLEBERRY RD,33556
1044778,2018-94506           ,TRAFFIC,Non Incapacitating Injury,02/08/2018,GUNN HW / RACE TRACK RD,33556
1060135,2018-251548          ,BATTERY,BATTERY-SIMPLE,04/11/2018,7800 BLOCK COLLEY RD,33556
1065880,2018-308745          ,TRAFFIC,Property Damage,05/04/2018,GUNN HW / RACE TRACK RD,33556
1066713,2018-320131          ,DRUGS,DRUGS/NARCOTICS,05/08/2018,CARRIAGE WY / VAN DYKE FARMS BL,33556
1068007,2018-333473          ,TRAFFIC,Non Incapacitating Injury,05/14/2018,TARPON SPRINGS RD / BOY SCOUT RD,33556
1071751,2018-370828          ,TRAFFIC,Property Damage,05/29/2018,VAN DYKE RD / GUNN HW,33556
1083261,2018-504125          ,TRAFFIC,Property Damage,07/21/2018,GUNN HW / LUTZ LAKE FERN RD,33556
1086647,2018-541819          ,THEFT,THEFT FROM A BUILDING,08/06/2018,8000 BLOCK NORTH MOBLEY RD,33556
1087818,2018-555828          ,DUI,DUI (DRIVING UNDER INFLUENCE),08/11/2018,14000 BLOCK GUNN HW,33556
1088090,2018-555962          ,DRUGS,DRUGS/NARCOTICS,08/12/2018,16400 BLOCK TURNBURY OAK DR,33556
1099093,2018-679050          ,TRAFFIC,Property Damage,09/29/2018,GUNN HW / BYS RN,33556
1104878,2018-739333          ,THEFT,THEFT VEHICLE & OTHER MOBILE,10/23/2018,GUNN HW / WAYNE RD,33556
1109876,2018-792506          ,TRAFFIC,Non Incapacitating Injury,11/14/2018,GUNN HW / SOUTH MOBLEY RD,33556
1113666,2018-831298          ,TRAFFIC,Property Damage,12/01/2018,RACE TRACK RD / GUNN HW,33556
1117493,2018-869435          ,TRAFFIC,Non Incapacitating Injury,12/17/2018,RACE TRACK RD / PATTERSON RD,33556
1120384,2019-1445            ,TRAFFIC,Property Damage,01/01/2019,GUNN HW / SOUTH MOBLEY RD,33556
1121217,2019-9386            ,TRAFFIC,Property Damage,01/04/2019,DONNA LU DR / GUNN HW,33556
1125133,2019-051900          ,TRAFFIC,Property Damage,01/22/2019,BOY SCOUT RD / BELMACK BL S,33556
1131980,2019-128661          ,TRAFFIC,Property Damage,02/21/2019,GUNN HW / VIVIAN BASS WY,33556
1137344,2019-182989          ,FRAUD,FRAUD-SWINDLE,03/15/2019,8500 BLOCK GUNN HW,33556
1166956,2019-518792          ,TRAFFIC,Non Incapacitating Injury,07/22/2019,RACE TRACK RD  /  INNFIELDS DR,33556
1170105,2019-556739          ,TRAFFIC,Non Incapacitating Injury,08/06/2019,RACE TRACK RD  /  PONY EXPRESS WY,33556
1178506,2019-653838          ,TRAFFIC,Property Damage,09/11/2019,GUNN HW  /  TARPON SPRINGS RD,33556
1179422,2019-663172          ,TRAFFIC,Property Damage,09/15/2019,17500 BLOCK BROWN RD,33556
1178443,2019-650992          ,ASSAULT,AGGRAVATED ASSAULT,09/10/2019,14800 BLOCK PATTERSON RD,33556
1186060,2019-735276          ,BATTERY,BATTERY-AGGRAVATED,10/13/2019,17100 BLOCK RAINBOW TR,33556
1189976,2019-606950          ,TRAFFIC,Fatal Injury,10/30/2019,GUNN HWY / COPELAND RD,33556
1197530,2019-821856          ,TRAFFIC,Non Incapacitating Injury,12/04/2019,LAUREL COVE CR / KEYSTONE CROSSING BL,33556
1200461,2019-901829          ,TRAFFIC,Property Damage,12/17/2019,VAN DYKE RD  /  GUNN HW,33556
1205061,2020-19105           ,FRAUD,FRAUD-OTHER,01/08/2020,16900 BLOCK EQUESTRIAN TL,33556
1209973,2020-79440           ,THEFT,THEFT MOTOR VEHICLE PARTS,01/30/2020,16900 BLOCK SILVER SHORES LN,33556
1215761,2020-146503          ,DRUGS,DRUGS/NARCOTICS,02/24/2020,BOY SCOUT RD  /  OAKLEY SCOTT LN,33556
1223484,2020-240903          ,DRUGS,DRUGS/NARCOTICS,04/05/2020,DOLCE VITA LN  /  GUNN HW,33556
1228888,2020-311179          ,TRAFFIC,Non Incapacitating Injury,05/10/2020,CRAWLEY RD  /  BOY SCOUT RD,33556
1234799,2020-383506          ,DRUGS,DRUG TRAFFICKING/DELIVERY,06/11/2020,16700 BLOCK BOY SCOUT RD,33556
1249183,2020-560172          ,TRAFFIC,Property Damage,08/31/2020,CRAWLEY RD  /  TARPON SPRINGS RD,33556
1249970,2020-570249          ,TRAFFIC,Property Damage,09/04/2020,VAN DYKE RD  /  BROWN RD,33556
1262353,2020-1502804         ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,11/02/2020,19500 BLOCK CRESCENT RD,33556
1271905,2020-819931          ,BURGLARY,THEFT FROM A VEHICLE,12/20/2020,7000 BLOCK LUTZ LAKE FERN RD,33556
1046312,2017-890255          ,TRAFFIC,Fatal Injury,02/14/2018,GUNN HW / WAYNE RD,33556
1049166,2018-141079          ,TRAFFIC,Non Incapacitating Injury,02/26/2018,RACE TRACK RD / GUNN HW,33556
1060527,2018-254337          ,TRAFFIC,Property Damage,04/12/2018,SOUTH MOBLEY RD / RACE TRACK RD,33556
1068416,2018-336223          ,TRAFFIC,Non Incapacitating Injury,05/15/2018,VAN DYKE RD / GUNN HW,33556
1069014,2018-340489          ,TRAFFIC,Non Incapacitating Injury,05/17/2018,GUNN HW / COSME RD,33556
1069879,2018-350322          ,TRAFFIC,Property Damage,05/21/2018,CRAWLEY RD / POST RD,33556
1073099,2018-387933          ,TRAFFIC,Property Damage,06/05/2018,GUNN HW / COPELAND RD,33556
1074885,2018-406438          ,BURGLARY,THEFT FROM A VEHICLE,06/12/2018,15300 BLOCK RACE TRACK RD,33556
1076517,2018-425754          ,FRAUD,FRAUD-IMPERSONATION,06/20/2018,19200 BLOCK EASTBROOK DR,33556
1078420,2018-445942          ,FRAUD,FRAUD-IMPERSONATION,06/28/2018,19700 BLOCK WYNDHAM LAKES DR,33556
1083155,2018-501267          ,TRAFFIC,Non Incapacitating Injury,07/20/2018,BOY SCOUT RD / TROTTING DOWN DR,33556
1088247,2018-558027          ,TRAFFIC,Property Damage,08/13/2018,GUNN HW / CHATEAU DU SOLEIL LN,33556
1088287,2018-559701          ,TRAFFIC,Non Incapacitating Injury,08/13/2018,VAN DYKE RD / GUNN HW,33556
1105476,2018-746718          ,BURGLARY,THEFT FROM A VEHICLE,10/26/2018,19400 BLOCK CRESCENT RD,33556
1106478,2018-754528          ,TRAFFIC,Non Incapacitating Injury,10/30/2018,GUNN HW / LAKE GRACE DR,33556
1108370,2018-775696          ,TRAFFIC,Non Incapacitating Injury,11/07/2018,RACE TRACK RD / PATTERSON RD,33556
1116797,2018-862650          ,BURGLARY,THEFT FROM A VEHICLE,12/14/2018,10200 BLOCK LAKE GROVE DR,33556
1123982,2019-39491           ,BURGLARY,BURGLARY OTHER STRUCTURE,01/17/2019,15800 BLOCK NINE EAGLES DR,33556
1124300,2019-41921           ,BURGLARY,BURGLARY OTHER STRUCTURE,01/18/2019,15800 BLOCK NINE EAGLES DR,33556
1133282,2019-140977          ,TRAFFIC,Non Incapacitating Injury,02/26/2019,LUTZ LAKE FERN RD / PINE VALLEY DR,33556
1136668,2019-178527          ,TRAFFIC,Property Damage,03/13/2019,TARPON SPRINGS RD / SPENCER RD,33556
1138426,2019-195604          ,TRAFFIC,Property Damage,03/20/2019,RACE TRACK RD / SOUTH MOBLEY RD,33556
1147497,2019-298661          ,DUI,DUI (DRIVING UNDER INFLUENCE),04/29/2019,PATTERSON RD / SILVER DOLLAR DR,33556
1152008,2019-340947          ,FRAUD,FRAUD-IMPERSONATION,05/16/2019,16500 BLOCK HUTCHISON RD,33556
1154135,2019-364993          ,TRAFFIC,Non Incapacitating Injury,05/25/2019,PATTERSON RD  /  SILVER DOLLAR DR,33556
1157152,2019-400111          ,DRUGS,DRUGS/NARCOTICS,06/07/2019,TARPON SPRINGS RD  /  CRAWLEY RD,33556
1157639,2019-405771          ,BURGLARY,THEFT FROM A VEHICLE,06/10/2019,7000 BLOCK LUTZ LAKE FERN RD,33556
1182622,2019-698737          ,BATTERY,BATTERY-SIMPLE,09/28/2019,16100 BLOCK CARDEN DR,33556
1188533,2019-760200          ,TRAFFIC,Non Incapacitating Injury,10/23/2019,TARPON SPRINGS RD  /  DAKOTA RD,33556
1197739,2019-869323          ,TRAFFIC,Property Damage,12/05/2019,BOY SCOUT RD  /  GROVE LN,33556
1197916,2019-872833          ,THEFT,PETIT THEFT - ALL OTHER,12/06/2019,19700 BLOCK WYNDHAM LAKES DR,33556
1212254,2020-103625          ,THEFT,THEFT FROM A BUILDING,02/08/2020,7600 BLOCK DUNBRIDGE DR,33556
1215317,2020-142629          ,BATTERY,BATTERY-SIMPLE,02/22/2020,1800 BLOCK UPPER TAMPA BAY TL,33556
1226466,2020-283069          ,TRAFFIC,Property Damage,04/26/2020,VAN DYKE RD  /  GUNN HW,33556
1242762,2020-482991          ,TRAFFIC,Non Incapacitating Injury,07/26/2020,NORTH MOBLEY RD  /  FITZGERALD RD,33556
1272798,2020-830310          ,TRAFFIC,Property Damage,12/25/2020,GUNN HW  /  VAN DYKE RD,33556
1049458,2018-144101          ,THEFT,PETIT THEFT - ALL OTHER,02/27/2018,17900 BLOCK CRAWLEY RD,33556
1071098,2018-362742          ,DUI,DUI (DRIVING UNDER INFLUENCE),05/26/2018,RACE TRACK RD / PONY EXPRESS WY,33556
1090308,2018-583188          ,BURGLARY,BURGLARY OTHER STRUCTURE,08/22/2018,18100 BLOCK BURRELL RD,33556
1130966,2019-115593          ,TRAFFIC,Incapacitating,02/16/2019,PATTERSON RD / SILVER DOLLAR DR,33556
1133817,2019-145972          ,TRAFFIC,Property Damage,02/28/2019,GUNN HW / SOUTH MOBLEY RD,33556
1137089,2019-181854          ,TRAFFIC,Property Damage,03/14/2019,INDIAN QUEEN DR / LAKE GRACE DR,33556
1139751,2019-213024          ,TRAFFIC,Non Incapacitating Injury,03/27/2019,GUNN HW / LUTZ LAKE FERN RD,33556
1144683,2019-266534          ,THEFT,THEFT FROM A BUILDING,04/17/2019,8500 BLOCK GUNN HW,33556
1146326,2019-286487          ,TRAFFIC,Property Damage,04/24/2019,BOY SCOUT RD / RACE TRACK RD,33556
1147640,2019-297990          ,TRAFFIC,Non Incapacitating Injury,04/29/2019,CRAWLEY RD / BOY SCOUT RD,33556
1150325,2019-325776          ,TRAFFIC,Non Incapacitating Injury,05/10/2019,GUNN HW / JOURNEYS END DR,33556
1150700,2019-329940          ,TRAFFIC,Non Incapacitating Injury,05/11/2019,GUNN HW / BONNIE COVE LN,33556
1152300,2019-346788          ,TRAFFIC,Property Damage,05/18/2019,NORTH MOBLEY RD / GUNN HW,33556
1173402,2019-592857          ,TRAFFIC,Property Damage,08/20/2019,BOY SCOUT RD  /  COLONIAL DOWNS AV,33556
1187451,2019-748485          ,BURGLARY,BURGLARY RESIDENCE / FORCED,10/18/2019,18500 BLOCK TRUMPETER CT,33556
1189237,2019-769265          ,TRAFFIC,Non Incapacitating Injury,10/26/2019,GUNN HW  /  VAN DYKE RD,33556
1190594,2019-786857          ,TRAFFIC,Property Damage,11/01/2019,KEYSTONE CROSSING BL  /  GUNN HW,33556
1193319,2019-818148          ,FRAUD,FRAUD-OTHER,11/14/2019,16600 BLOCK WILLOW GLEN DR,33556
1197066,2019-861951          ,TRAFFIC,Property Damage,12/02/2019,GUNN HW  /  WYNDHAM LAKES DR,33556
1198789,2019-883124          ,DRUGS,DRUGS/NARCOTICS,12/10/2019,8800 BLOCK GUNN HW,33556
1201849,2019-915810          ,TRAFFIC,Non Incapacitating Injury,12/23/2019,GUNN HW  /  TARPON SPRINGS RD,33556
1215400,2020-143031          ,DUI,DUI (DRIVING UNDER INFLUENCE),02/22/2020,BOY SCOUT RD  /  CASTLEBERRY RD,33556
1217289,2020-165742          ,TRAFFIC,Property Damage,03/02/2020,GUNN HW  /  NORTH MOBLEY RD,33556
1227677,2020-297584          ,DRUGS,DRUGS/NARCOTICS,05/04/2020,TARPON SPRINGS RD  /  TYLER RD,33556
1246635,2020-530384          ,TRAFFIC,Property Damage,08/17/2020,GUNN HW  /  VAN DYKE RD,33556
1248012,2020-544805          ,TRAFFIC,Incapacitating,08/24/2020,BOY SCOUT RD  /  ECHO LAKE DR,33556
1253462,2020-608983          ,TRAFFIC,Property Damage,09/22/2020,GUNN HW  /  CHATEAU DU SOLEIL LN,33556
1050179,2018-149065          ,THEFT,GRAND THEFT - ALL OTHER,03/01/2018,12300 BLOCK CLAY BIRD DR,33556
1052392,2018-169952          ,TRAFFIC,Property Damage,03/10/2018,TARPON SPRINGS RD / KEYSTONE MANOR RD,33556
1068476,2018-337547          ,BATTERY,BATTERY-SIMPLE,05/15/2018,19600 BLOCK LAKE OSCEOLA LN,33556
1078048,2018-442949          ,TRAFFIC,Property Damage,06/27/2018,RACE TRACK RD / SOUTH MOBLEY RD,33556
1083601,2018-509419          ,DRUGS,DRUGS/NARCOTICS,07/23/2018,17300 BLOCK VAN DYKE FARMS BL,33556
1084414,2018-515510          ,FRAUD,FRAUD-CREDIT CARD,07/26/2018,8500 BLOCK GUNN HW,33556
1085602,2018-529289          ,TRAFFIC,Property Damage,08/01/2018,GUNN HW / LUTZ LAKE FERN RD,33556
1089369,2018-572021          ,TRAFFIC,Property Damage,08/18/2018,RACE TRACK RD / NORTHLAKE VLG DR,33556
1090517,2018-585768          ,BATTERY,BATTERY-SIMPLE,08/23/2018,18900 BLOCK GUNN HW,33556
1093282,2018-615233          ,TRAFFIC,Non Incapacitating Injury,09/04/2018,BOY SCOUT RD / CRAWLEY RD,33556
1097919,2018-665502          ,TRAFFIC,Non Incapacitating Injury,09/24/2018,GUNN HW / VAN DYKE RD,33556
1114258,2012-218662          ,TRAFFIC,Fatal Injury,12/04/2018,BOY SCOUT RD/ECHO LAKE DR,33556
1120235,2018-901029          ,BATTERY,BATTERY-SIMPLE,12/31/2018,10200 BLOCK LAKE GROVE DR,33556
1141025,2019-224260          ,TRAFFIC,Property Damage,04/01/2019,TARPON SPRINGS RD / CRAWLEY RD,33556
1141128,2019-227896          ,TRAFFIC,Non Incapacitating Injury,04/02/2019,GUNN HW / NORTH MOBLEY RD,33556
1143896,2019-257029          ,TRAFFIC,Property Damage,04/13/2019,18100 BLOCK PATTERSON RD,33556
1163999,2019-485484          ,TRAFFIC,Property Damage,07/09/2019,TARPON SPRINGS RD  /  BLAKE RD,33556
1164955,2019-495228          ,TRAFFIC,Non Incapacitating Injury,07/13/2019,12600 BLOCK GOLF HAVEN DR,33556
1167448,2019-523887          ,TRAFFIC,Property Damage,07/24/2019,15700 BLOCK PATTERSON RD,33556
