OBJECTID,Case Number,Crime Type,Crime Type Extension,Reported Date,Address,zip
1067400,2018-327995          ,DRUGS,DRUGS/NARCOTICS,05/11/2018,ELLIOT DR / OSLIN ST,33615
1068253,2018-334441          ,FRAUD,FRAUD-CREDIT CARD,05/14/2018,10200 BLOCK DOVE MEADOW CT,33615
1071210,2018-364302          ,BATTERY,BATTERY-SIMPLE,05/26/2018,6900 BLOCK CREEK DR E,33615
1071213,2018-364138          ,BATTERY,BATTERY-SIMPLE,05/26/2018,7900 BLOCK BAY POINTE DR,33615
1071230,2018-365471          ,BURGLARY,THEFT FROM A VEHICLE,05/27/2018,8300 BLOCK COORS PL,33615
1072212,2018-375562          ,DRUGS,DRUGS/NARCOTICS,05/31/2018,SHELDON RD / STONE RUN CT,33615
1074018,2018-396440          ,TRAFFIC,Property Damage,06/08/2018,MEMORIAL HW / HILLSBOROUGH AV W,33615
1074997,2018-409447          ,TRAFFIC,Non Incapacitating Injury,06/13/2018,SHELDON RD / CROWN BL,33615
1075083,2018-410040          ,DUI,DUI (DRIVING UNDER INFLUENCE),06/13/2018,8100 BLOCK SHELDON RD,33615
1079531,2018-329719          ,TRAFFIC,Fatal Injury,07/03/2018,7700 BLOCK HILLSBOROUGH AV W,33615
1081701,2018-486880          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,07/14/2018,9500 BLOCK PUTNEY HILL CT,33615
1082485,2018-494658          ,THEFT,PETIT THEFT - ALL OTHER,07/17/2018,8400 BLOCK SHELDON RD,33615
1084655,2018-518491          ,BATTERY,BATTERY-SIMPLE,07/27/2018,4400 BLOCK CYPRINA PL,33615
1087105,2018-547409          ,BATTERY,BATTERY-SIMPLE,08/08/2018,8300 BLOCK JACKSON SPRINGS RD,33615
1087357,2018-549725          ,ASSAULT,AGGRAVATED ASSAULT,08/09/2018,8700 BLOCK WATERS AV W,33615
1090062,2018-580757          ,DUI,DUI (DRIVING UNDER INFLUENCE),08/21/2018,WATERS AV W / RIVERWOOD BL,33615
1091164,2018-591939          ,BATTERY,BATTERY-AGGRAVATED,08/26/2018,10000 BLOCK HILLSBOROUGH AV W,33615
1091997,2018-600997          ,DRUGS,DRUGS/NARCOTICS,08/29/2018,NORTHBRIDGE BL / WOODLAKE DR,33615
1092206,2018-603720          ,DRUGS,DRUGS/NARCOTICS,08/30/2018,SHELDON RD / BROAD ST W,33615
1092209,2018-602272          ,DRUGS,DRUGS/NARCOTICS,08/30/2018,SUNWOOD DR / WILLOW SPRING CT,33615
1098017,2018-665998          ,FRAUD,FRAUD-OTHER,09/24/2018,6700 BLOCK RANGER DR,33615
1105631,2018-746470          ,BATTERY,BATTERY-SIMPLE,10/26/2018,8300 BLOCK JACKSON SPRINGS RD,33615
1110420,2018-796115          ,TRAFFIC,Property Damage,11/16/2018,SHELDON RD / HILLSBOROUGH AV W,33615
1110440,2018-797788          ,TRAFFIC,Non Incapacitating Injury,11/16/2018,HILLSBOROUGH AV W / TNC BL,33615
1117951,2018-876117          ,TRAFFIC,Non Incapacitating Injury,12/19/2018,SHELDON RD / CROWN BL,33615
1117974,2018-876093          ,TRAFFIC,Property Damage,12/19/2018,SHELDON RD / MOHR RD,33615
1118927,2018-884348          ,BATTERY,BATTERY-SIMPLE,12/23/2018,7600 BLOCK WATERS AV W,33615
1119803,2018-896390          ,DRUGS,DRUGS/NARCOTICS,12/28/2018,8600 BLOCK JACKSON SPRINGS RD,33615
1120653,2019-2212            ,TRAFFIC,Property Damage,01/02/2019,MEMORIAL HW / MIDDLESEX DR,33615
1123736,2018-164412          ,TRAFFIC,Fatal Injury,01/16/2019,WATERS AV W/WILSKY BL,33615
1124695,2019-46698           ,TRAFFIC,Property Damage,01/20/2019,WATERS AV W / SHELDON RD,33615
1126355,2019-66345           ,THEFT,THEFT MOTOR VEHICLE PARTS,01/28/2019,5500 BLOCK FOREST HAVEN CR,33615
1129332,2019-97486           ,BATTERY,BATTERY-SIMPLE,02/09/2019,8800 BLOCK OAK CR,33615
1130122,2019-106316          ,TRAFFIC,Property Damage,02/13/2019,MEMORIAL HW / CARLYLE RD,33615
1130268,2019-107570          ,BURGLARY,THEFT FROM A VEHICLE,02/13/2019,6000 BLOCK MURRAY HILL DR,33615
1132372,2019-130754          ,TRAFFIC,Non Incapacitating Injury,02/22/2019,KELLY RD / NEW ORLEANS ST W,33615
1133248,2019-140339          ,TRAFFIC,Property Damage,02/26/2019,MEMORIAL HW / HILLSBOROUGH AV W,33615
1134012,2019-147673          ,FRAUD,FRAUD-IMPERSONATION,03/01/2019,6800 BLOCK AMBASSADOR CT,33615
1137244,2019-184689          ,BATTERY,BATTERY-SIMPLE,03/15/2019,7900 BLOCK BAY POINTE DR,33615
1138077,2019-192726          ,TRAFFIC,Property Damage,03/19/2019,FLORA ST W / CREEK DR W,33615
1139076,2019-205565          ,BATTERY,BATTERY-SIMPLE,03/24/2019,8300 BLOCK SANDSTONE LAKE DR,33615
1139159,2019-206243          ,DUI,DUI (DRIVING UNDER INFLUENCE),03/24/2019,HILLSBOROUGH AV W / LONGBOAT BL W,33615
1141629,2019-230811          ,DRUGS,DRUGS/NARCOTICS,04/03/2019,WATERS AV W  /  PINEHURST DR,33615
1141652,2019-233666          ,TRAFFIC,Property Damage,04/04/2019,CRESTHILL DR / JACKSON SPRINGS RD,33615
1143567,2019-253617          ,BATTERY,BATTERY-SIMPLE,04/12/2019,7600 BLOCK DOLONITA DR,33615
1144692,2019-267193          ,DRUGS,DRUGS/NARCOTICS,04/17/2019,REDBRAES DR / SHANDWICK CT,33615
1145797,2019-276963          ,THEFT,THEFT FROM A BUILDING,04/21/2019,7500 BLOCK WATERS AV W,33615
1147775,2019-301325          ,TRAFFIC,Incapacitating,04/30/2019,SMALLBROOK PL / WOOD LAKE BL,33615
1151519,2019-337470          ,DUI,DUI (DRIVING UNDER INFLUENCE),05/15/2019,HILLSBOROUGH AV W / LONGBOAT BL E,33615
1155266,2019-378752          ,THEFT,THEFT FROM A BUILDING,05/30/2019,8500 BLOCK WESTRIDGE DR,33615
1155286,2019-378125          ,THEFT,SHOPLIFTING,05/30/2019,8700 BLOCK HILLSBOROUGH AV W,33615
1155947,2019-386138          ,BATTERY,BATTERY-SIMPLE,06/02/2019,7900 BLOCK JACKSON SPRINGS RD,33615
1156073,2019-388823          ,BATTERY,BATTERY-SIMPLE,06/03/2019,10900 BLOCK MEMORIAL HW,33615
1157882,2019-408832          ,DRUGS,DRUG PARAPHERNALIA,06/11/2019,MEMORIAL HW  /  SHELDON RD,33615
1158114,2019-411602          ,THEFT,THEFT VEHICLE & OTHER MOBILE,06/12/2019,8300 BLOCK POCAHONTAS AV W,33615
1159093,2019-423141          ,TRAFFIC,Non Incapacitating Injury,06/16/2019,HILLSBOROUGH AV W  /  MEMORIAL HW,33615
1159906,2019-430609          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,06/19/2019,8900 BLOCK RAILFORD CT,33615
1161904,2019-455517          ,TRAFFIC,Property Damage,06/28/2019,HILLSBOROUGH AV W  /  SHELDON RD,33615
1161947,2019-458165          ,TRAFFIC,Non Incapacitating Injury,06/29/2019,TNC BL  /  WINSTON LN,33615
1164858,2019-492054          ,BURGLARY,THEFT FROM A VEHICLE,07/12/2019,6600 BLOCK ELLIOT DR,33615
1167543,2019-527063          ,TRAFFIC,Property Damage,07/25/2019,7400 BLOCK ABONADO RD,33615
1170202,2019-556027          ,THEFT,SHOPLIFTING,08/06/2019,7600 BLOCK WATERS AV W,33615
1170411,2019-560078          ,THEFT,THEFT FROM A BUILDING,08/07/2019,8200 BLOCK PINEHURST CR,33615
1170646,2019-563307          ,BATTERY,BATTERY-SIMPLE,08/08/2019,7000 BLOCK COBBLEWOOD CT,33615
1176176,2019-623624          ,BURGLARY,THEFT FROM A VEHICLE,08/31/2019,10800 BLOCK SAKONNET RIVER DR,33615
1176285,2019-623561          ,TRAFFIC,Property Damage,08/31/2019,HILLSBOROUGH AV W  /  TAMPA SHORES BL,33615
1177072,2019-634902          ,BATTERY,BATTERY-SIMPLE,09/04/2019,8600 BLOCK JACKSON SPRINGS RD,33615
1177988,2019-646418          ,TRAFFIC,Non Incapacitating Injury,09/09/2019,SHELDON RD  /  WATERS AV W,33615
1193411,2019-818740          ,THEFT,THEFT MOTOR VEHICLE PARTS,11/14/2019,8400 BLOCK HILLSBOROUGH AV W,33615
1194241,2019-827444          ,TRAFFIC,Non Incapacitating Injury,11/18/2019,SHELDON RD  /  WATERS AV W,33615
1196966,2019-863044          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,12/02/2019,5800 BLOCK PORTSMOUTH DR,33615
1198984,2019-884819          ,TRAFFIC,Non Incapacitating Injury,12/11/2019,WATERS AV W  /  FLOWERFIELD DR,33615
1200046,2019-895318          ,BURGLARY,THEFT FROM A VEHICLE,12/15/2019,9000 BLOCK ALLEN CR,33615
1200922,2019-906479          ,TRAFFIC,Non Incapacitating Injury,12/19/2019,MEMORIAL HW  /  CIVIC RD,33615
1202877,2019-926479          ,DUI,DUI (DRIVING UNDER INFLUENCE),12/28/2019,HILLSBOROUGH AV W  /  MEMORIAL HW,33615
1211261,2020-91773           ,THEFT,PETIT THEFT - ALL OTHER,02/04/2020,10200 BLOCK OASIS PALM DR,33615
1211347,2020-95004           ,TRAFFIC,Property Damage,02/05/2020,SHELDON RD  /  JACKSON SPRINGS RD,33615
1219067,2020-187132          ,TRAFFIC,Property Damage,03/10/2020,KELLY RD  /  HILLSBOROUGH AV W,33615
1223129,2020-238493          ,THEFT,THEFT MOTOR VEHICLE PARTS,04/03/2020,5500 BLOCK SHELDON RD,33615
1223962,2020-249370          ,THEFT,SHOPLIFTING,04/09/2020,7500 BLOCK HILLSBOROUGH AV W,33615
1224002,2020-1500612         ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,04/09/2020,8800 BLOCK POE DR,33615
1224961,2020-270723          ,FRAUD,FRAUD-IMPERSONATION,04/16/2020,5200 BLOCK BAYWATER DR,33615
1225960,2020-277335          ,TRAFFIC,Property Damage,04/23/2020,SHELDON RD  /  BRENNAN CR,33615
1229724,2020-321207          ,DRUGS,DRUGS/NARCOTICS,05/14/2020,NORMANDY DR  /  SOMERSET LN,33615
1231619,2020-345744          ,THEFT,PETIT THEFT - ALL OTHER,05/25/2020,7900 BLOCK SIERRA PALM PL,33615
1233279,2020-365572          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,06/03/2020,8800 BLOCK ROCKY CREEK DR,33615
1233302,2020-366956          ,BATTERY,BATTERY-SIMPLE,06/03/2020,9700 BLOCK SHALIMAR CT,33615
1233345,2020-366958          ,THEFT,THEFT MOTOR VEHICLE PARTS,06/03/2020,5400 BLOCK TNC BL,33615
1233408,2020-365776          ,TRAFFIC,Property Damage,06/03/2020,HILLSBOROUGH AV W  /  MEMORIAL HW,33615
1234430,2020-382390          ,TRAFFIC,Property Damage,06/10/2020,WATERS AV W  /  PINEHURST DR,33615
1239130,2020-437295          ,TRAFFIC,Property Damage,07/05/2020,NORTHBRIDGE BL  /  WATERS AV W,33615
1241171,2020-462185          ,FRAUD,FRAUD-SWINDLE,07/16/2020,6000 BLOCK ROSEWOOD DR,33615
1242004,2020-472254          ,DUI,DUI (DRIVING UNDER INFLUENCE),07/21/2020,8400 BLOCK LAVA PL,33615
1242087,2020-474765          ,TRAFFIC,Property Damage,07/22/2020,WATERS AV W  /  SHELDON RD,33615
1244683,2020-504987          ,DUI,DUI (DRIVING UNDER INFLUENCE),08/06/2020,10100 BLOCK HILLSBOROUGH AV W,33615
1244961,2020-507781          ,TRAFFIC,Property Damage,08/07/2020,8300 BLOCK COUNTRY SQUARE CT,33615
1246767,2020-529969          ,ROBBERY,PERSON - ROBBERY,08/17/2020,9100 BLOCK HILLSBOROUGH AV W,33615
1252446,2020-544936          ,TRAFFIC,Property Damage,09/16/2020,HILLSBOROUGH AV W  /  TUDOR DR,33615
1253342,2020-606880          ,TRAFFIC,Property Damage,09/21/2020,PINEHURST DR  /  WATERS AV W,33615
1254553,2020-620887          ,BATTERY,BATTERY-SIMPLE,09/27/2020,8300 BLOCK NORTHBRIDGE BL,33615
1255257,2020-627891          ,BATTERY,BATTERY-SIMPLE,09/30/2020,100 BLOCK DUVAL DR,33615
1258085,2020-660192          ,BURGLARY,THEFT FROM A VEHICLE,10/14/2020,7900 BLOCK BAY POINTE DR,33615
1261042,2020-693614          ,TRAFFIC,Property Damage,10/27/2020,SHELDON RD  /  MEMORIAL HW,33615
1262104,2020-705303          ,TRAFFIC,Property Damage,11/01/2020,SAKONNET RIVER DR  /  NARRAGANSETT BAY DR,33615
1262253,2020-708085          ,TRAFFIC,Property Damage,11/02/2020,HILLSBOROUGH AV W  /  LONGBOAT BL E,33615
1263063,2020-718430          ,THEFT,THEFT OF BICYCLE,11/06/2020,7700 BLOCK HILLSBOROUGH AV W,33615
1265001,2020-741552          ,TRAFFIC,Property Damage,11/16/2020,HILLSBOROUGH AV W  /  ELLIOT DR,33615
1266724,2020-760900          ,THEFT,THEFT VEHICLE & OTHER MOBILE,11/24/2020,5800 BLOCK MEMORIAL HW,33615
1271487,2020-816250          ,TRAFFIC,Property Damage,12/18/2020,SHELDON RD  /  HILLSBOROUGH AV W,33615
1272764,2020-1503367         ,THEFT,THEFT OF BICYCLE,12/24/2020,8400 BLOCK SHELDON RD,33615
1274656,2021-8451            ,THEFT,PETIT THEFT - ALL OTHER,01/04/2021,8700 BLOCK HILLSBOROUGH AV W,33615
1275340,2021-15411           ,TRAFFIC,Property Damage,01/07/2021,SHELDON RD  /  WATERS AV W,33615
1277169,2021-35155           ,BATTERY,BATTERY-SIMPLE,01/16/2021,9100 BLOCK TUDOR DR,33615
1044443,2018-93834           ,DUI,DUI (DRIVING UNDER INFLUENCE),02/07/2018,HILLSBOROUGH AV W / LAGOON ST S,33615
1046527,2018-111951          ,TRAFFIC,Property Damage,02/15/2018,WATERS AV W / REDBRAES DR,33615
1049590,2018-142163          ,BATTERY,BATTERY-SIMPLE,02/27/2018,8700 BLOCK BAY CREST LN,33615
1050294,2018-151814          ,THEFT,THEFT MOTOR VEHICLE PARTS,03/02/2018,8800 BLOCK BRENNAN CR,33615
1052106,2018-167602          ,BATTERY,BATTERY-SIMPLE,03/09/2018,8900 BLOCK ROCKY CREEK DR,33615
1052375,2018-170240          ,BURGLARY,THEFT FROM A VEHICLE,03/10/2018,8000 BLOCK HIAWATHA ST W,33615
1053294,2018-180740          ,BATTERY,BATTERY-SIMPLE,03/14/2018,6000 BLOCK BEACON ISLES DR,33615
1055704,2018-204740          ,BURGLARY,THEFT FROM A VEHICLE,03/24/2018,8900 BLOCK WATERS AV W,33615
1055953,2018-207066          ,TRAFFIC,Property Damage,03/25/2018,WEBB RD / WOODBRIDGE BL,33615
1056992,2018-217362          ,TRAFFIC,Property Damage,03/29/2018,WATERS AV W / SHELL DR,33615
1059886,2018-248966          ,BATTERY,BATTERY-SIMPLE,04/10/2018,10600 BLOCK OUT ISLAND DR,33615
1060848,2018-257256          ,BATTERY,BATTERY-SIMPLE,04/13/2018,6000 BLOCK ELDORADO DR,33615
1063570,2018-285237          ,TRAFFIC,Non Incapacitating Injury,04/25/2018,SHELDON RD / HILLSBOROUGH AV W,33615
1063653,2018-287419          ,BATTERY,BATTERY-SIMPLE,04/25/2018,7900 BLOCK HILLSBOROUGH AV W,33615
1065525,2018-307265          ,THEFT,GRAND THEFT - ALL OTHER,05/03/2018,8400 BLOCK SHELDON RD,33615
1065548,2018-307154          ,TRAFFIC,Property Damage,05/03/2018,HILLSBOROUGH AV W / MEMORIAL HW,33615
1065697,2018-305348          ,DRUGS,DRUGS/NARCOTICS,05/03/2018,8400 BLOCK WATERS AV W,33615
1066524,2018-318054          ,BATTERY,BATTERY-AGGRAVATED,05/07/2018,10200 BLOCK CUTTEN GREEN CT,33615
1071104,2018-362688          ,TRAFFIC,Property Damage,05/26/2018,10900 BLOCK MEMORIAL HW,33615
1072106,2018-376387          ,BATTERY,BATTERY-SIMPLE,05/31/2018,10900 BLOCK MEMORIAL HW,33615
1074121,2018-399297          ,TRAFFIC,Non Incapacitating Injury,06/09/2018,MEMORIAL HW / BAY CREST DR,33615
1075163,2018-409343          ,BURGLARY,THEFT FROM A VEHICLE,06/13/2018,4900 BLOCK WEBB RD,33615
1077828,2018-440243          ,BURGLARY,THEFT FROM A VEHICLE,06/26/2018,4800 BLOCK WYNWOOD DR,33615
1078117,2018-444182          ,TRAFFIC,Property Damage,06/27/2018,SHELDON RD / WATERS AV W,33615
1081784,2018-486682          ,TRAFFIC,Non Incapacitating Injury,07/14/2018,WEBB RD / WOODBRIDGE BL,33615
1084695,2018-521673          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,07/28/2018,8300 BLOCK BAY POINTE DR,33615
1085840,2018-533071          ,DRUGS,DRUGS/NARCOTICS,08/02/2018,5800 BLOCK LITTLE RIVER DR,33615
1086567,2018-541062          ,TRAFFIC,Property Damage,08/06/2018,SHELDON RD / HILLSBOROUGH AV W,33615
1086693,2018-541446          ,BURGLARY,BURGLARY BUSINESS/ FORCED,08/06/2018,5700 BLOCK MEMORIAL HW,33615
1088167,2018-559634          ,BURGLARY,CURTILAGE WITH THEFT,08/13/2018,5200 BLOCK HALIFAX DR,33615
1089630,2018-573139          ,TRAFFIC,Property Damage,08/19/2018,NORTHBRIDGE BL/WOODLAKE DR,33615
1090417,2018-581897          ,BATTERY,BATTERY-SIMPLE,08/22/2018,9500 BLOCK PEMBRIDGE CT,33615
1091977,2018-601221          ,TRAFFIC,Property Damage,08/29/2018,PAT BL / WATERS AV W,33615
1095993,2018-644744          ,TRAFFIC,Property Damage,09/16/2018,WATERS AV W / SHELDON RD,33615
1097032,2018-657221          ,TRAFFIC,Non Incapacitating Injury,09/20/2018,MEMORIAL HW / WEBB RD,33615
1098698,2018-675725          ,DRUGS,DRUGS/NARCOTICS,09/27/2018,WATERS AV W / SHELDON RD,33615
1101094,2018-699257          ,THEFT,THEFT VEHICLE & OTHER MOBILE,10/07/2018,9100 BLOCK TUDOR DR,33615
1101947,2018-706684          ,DRUGS,DRUGS/NARCOTICS,10/10/2018,JACKSON SPRINGS RD / THERESA ST,33615
1105800,2018-748149          ,THEFT,PETIT THEFT - ALL OTHER,10/27/2018,9200 BLOCK TUDOR DR,33615
1105903,2018-749697          ,ASSAULT,AGGRAVATED ASSAULT,10/28/2018,8600 BLOCK LIMESTONE AV,33615
1106882,2018-762037          ,THEFT,PETIT THEFT - ALL OTHER,11/01/2018,5800 BLOCK IMPERIAL KEY,33615
1107377,2018-765139          ,MISCHIEF,CRIMINAL MISCHIEF FELONY,11/03/2018,5400 BLOCK SHELDON RD,33615
1108499,2018-778344          ,TRAFFIC,Non Incapacitating Injury,11/08/2018,7600 BLOCK HILLSBOROUGH AV W,33615
1109564,2018-790375          ,DRUGS,DRUGS/NARCOTICS,11/13/2018,SHELDON RD / BROAD ST W,33615
1111310,2018-805249          ,BURGLARY,THEFT FROM A VEHICLE,11/20/2018,8400 BLOCK FOXCROFT DR,33615
1112123,2018-816189          ,BATTERY,BATTERY-SIMPLE,11/25/2018,6500 BLOCK ELLIOT DR,33615
1113374,2018-829441          ,TRAFFIC,Property Damage,11/30/2018,TIMBERLANE DR / TALLWOOD CT,33615
1113603,2018-831149          ,TRAFFIC,Property Damage,12/01/2018,AMBASSADOR DR / HILLSBOROUGH AV W,33615
1114118,2018-835759          ,FRAUD,FRAUD-OTHER,12/03/2018,8800 BLOCK AUBURN WY,33615
1114244,2018-837278          ,DRUGS,DRUGS/NARCOTICS,12/04/2018,LIBERTY PL / COLONIAL CT,33615
1114284,2018-839875          ,DRUGS,DRUGS/NARCOTICS,12/04/2018,HILLSBOROUGH AV W / TNC BL,33615
1115329,2018-849011          ,FRAUD,FRAUD-OTHER,12/08/2018,8200 BLOCK HILLSBOROUGH AV W,33615
1117032,2018-865986          ,TRAFFIC,Property Damage,12/15/2018,WEBB RD / HILLSBOROUGH AV W,33615
1117224,2018-867739          ,DRUGS,DRUG PARAPHERNALIA,12/16/2018,8000 BLOCK HILLSBOROUGH AV W,33615
1117991,2018-875630          ,TRAFFIC,Property Damage,12/19/2018,SHELDON RD / WATERS AV W,33615
1118841,2018-885408          ,BATTERY,BATTERY-SIMPLE,12/23/2018,9200 BLOCK BALFERN CT,33615
1119949,2018-897206          ,THEFT,THEFT VEHICLE & OTHER MOBILE,12/29/2018,5800 BLOCK MEMORIAL HW,33615
1123590,2019-35794           ,BURGLARY,THEFT FROM A VEHICLE,01/15/2019,8300 BLOCK JACKSON SPRINGS RD,33615
1125419,2019-53359           ,ROBBERY,PERSON - ROBBERY,01/23/2019,10100 BLOCK HILLSBOROUGH AV W,33615
1129478,2019-98466           ,TRAFFIC,Property Damage,02/10/2019,5100 BLOCK TNC BL,33615
1129524,2019-100342          ,TRAFFIC,Property Damage,02/11/2019,MEMORIAL HW / BAY CREST DR,33615
1129604,2019-102810          ,BATTERY,BATTERY-SIMPLE,02/11/2019,4500 BLOCK CASTAWAY DR,33615
1131994,2019-127597          ,TRAFFIC,Non Incapacitating Injury,02/21/2019,SHELDON RD / MEMORIAL HW,33615
1132392,2019-131455          ,TRAFFIC,Property Damage,02/22/2019,HILLSBOROUGH AV W / WEBB RD,33615
1133388,2019-143559          ,TRAFFIC,Property Damage,02/27/2019,WATERS AV W / SHELDON RD,33615
1135263,2019-162083          ,TRAFFIC,Property Damage,03/07/2019,TIMBERLANE WEST DR / SUNWOOD DR,33615
1140095,2019-216627          ,BATTERY,BATTERY-SIMPLE,03/28/2019,10200 BLOCK PARSONS ST,33615
1143092,2019-247489          ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,04/10/2019,7900 BLOCK SAVANAH PALM PL,33615
1143650,2019-252964          ,DRUGS,DRUGS/NARCOTICS,04/12/2019,5800 BLOCK MEMORIAL HW,33615
1145668,2019-275924          ,DUI,DUI (DRIVING UNDER INFLUENCE),04/21/2019,CROWN BL / SHAW DR,33615
1147749,2019-301479          ,TRAFFIC,Non Incapacitating Injury,04/30/2019,MEMORIAL HW / MILLWOOD DR,33615
1149687,2019-317755          ,TRAFFIC,Property Damage,05/07/2019,MEMORIAL HW / CARLYLE RD,33615
1150580,2019-329730          ,DRUGS,DRUG PARAPHERNALIA,05/11/2019,10200 BLOCK WESTGATE DR,33615
1151562,2019-339113          ,BATTERY,BATTERY-SIMPLE,05/15/2019,8500 BLOCK HILLSBOROUGH AV W,33615
1151728,2019-338581          ,BATTERY,FELONY BATTERY,05/15/2019,9200 BLOCK TUDOR DR,33615
1152352,2019-346134          ,DRUGS,DRUGS/NARCOTICS,05/18/2019,HILLSBOROUGH AV W / SHELDON RD,33615
1152770,2019-352154          ,BURGLARY,THEFT FROM A VEHICLE,05/20/2019,8500 BLOCK HILLSBOROUGH AV W,33615
1154476,2019-368869          ,BURGLARY,THEFT FROM A VEHICLE,05/27/2019,9000 BLOCK CRANE DR,33615
1155054,2019-373630          ,DRUGS,DRUGS/NARCOTICS,05/29/2019,TAMPA SHORES BL  /  HILLSBOROUGH AV W,33615
1160344,2019-437005          ,BATTERY,BATTERY-SIMPLE,06/21/2019,9200 BLOCK TUDOR DR,33615
1161629,2019-452804          ,BATTERY,BATTERY-SIMPLE,06/27/2019,100 BLOCK NEWBURY DR,33615
1164735,2019-490147          ,FRAUD,FRAUD-IMPERSONATION,07/11/2019,6100 BLOCK BAYSIDE KEY DR,33615
1166581,2019-514502          ,TRAFFIC,Property Damage,07/20/2019,SHELDON RD  /  WESTBAY BL,33615
1168024,2019-531028          ,BATTERY,BATTERY-SIMPLE,07/27/2019,6400 BLOCK TNC BL,33615
1168516,2019-540088          ,BATTERY,BATTERY-SIMPLE,07/30/2019,7600 BLOCK PINERY WY,33615
1169329,2019-545590          ,BATTERY,BATTERY-SIMPLE,08/02/2019,8800 BLOCK BEACON LAKES DR,33615
1170620,2019-562773          ,TRAFFIC,Property Damage,08/08/2019,WOODBRIDGE BL  /  WEBB RD,33615
1172558,2019-584078          ,TRAFFIC,Property Damage,08/16/2019,ELLIOT DR  /  MEMORIAL HW,33615
1173348,2019-591133          ,BURGLARY,THEFT FROM A VEHICLE,08/19/2019,8200 BLOCK GREENLEAF CR,33615
1173365,2019-590807          ,FRAUD,FRAUD-IMPERSONATION,08/19/2019,8700 BLOCK ELMWOOD LN,33615
