OBJECTID,Case Number,Crime Type,Crime Type Extension,Reported Date,Address,zip
1212257,2020-104469          ,DRUGS,DRUGS/NARCOTICS,02/08/2020,9100 BLOCK SUFFIELD CT,33615
1212341,2020-105045          ,DUI,DUI (DRIVING UNDER INFLUENCE),02/09/2020,HILLSBOROUGH AV W  /  LONGBOAT BL W,33615
1212439,2020-107208          ,BATTERY,BATTERY-SIMPLE,02/10/2020,200 BLOCK PASADENA DR,33615
1212525,2020-109736          ,THEFT,GRAND THEFT - ALL OTHER,02/10/2020,4700 BLOCK NORMANDY DR,33615
1212933,2020-110164          ,DUI,DUI (DRIVING UNDER INFLUENCE),02/11/2020,HILLSBOROUGH AV W  /  LONGBOAT BL W,33615
1213172,2020-113840          ,TRAFFIC,Property Damage,02/12/2020,SHELDON RD  /  NORFOLK ST W,33615
1213173,2020-113908          ,TRAFFIC,Property Damage,02/12/2020,LONGBOAT BL W  /  OUT ISLAND DR,33615
1213193,2020-115611          ,TRAFFIC,Non Incapacitating Injury,02/12/2020,HILLSBOROUGH AV W  /  LONGBOAT BL W,33615
1213210,2020-113776          ,TRAFFIC,Non Incapacitating Injury,02/12/2020,HILLSBOROUGH AV W  /  TAMPA SHORES BL,33615
1213235,2020-115869          ,BURGLARY,THEFT FROM A VEHICLE,02/12/2020,7700 BLOCK ABONADO RD,33615
1213241,2020-113633          ,THEFT,THEFT MOTOR VEHICLE PARTS,02/12/2020,8300 BLOCK WOODLAKE PL,33615
1213276,2020-116848          ,TRAFFIC,Property Damage,02/13/2020,SHELDON RD  /  SHELDON CREEK BL,33615
1213284,2020-117963          ,TRAFFIC,Property Damage,02/13/2020,MEMORIAL HW  /  KELLY RD,33615
1213302,2020-116690          ,TRAFFIC,Non Incapacitating Injury,02/13/2020,WATERS AV W  /  PINEHURST DR,33615
1213303,2020-116818          ,TRAFFIC,Property Damage,02/13/2020,WATERS AV W  /  NORTHBRIDGE BL,33615
1213307,2020-117065          ,TRAFFIC,Property Damage,02/13/2020,8700 BLOCK WATERS AV W,33615
1213311,2020-117684          ,TRAFFIC,Property Damage,02/13/2020,SHELDON RD  /  HAMILTON AV W,33615
1213312,2020-117829          ,TRAFFIC,Property Damage,02/13/2020,MEMORIAL HW  /  LITTLE RIVER DR,33615
1213341,2020-117117          ,THEFT,SHOPLIFTING,02/13/2020,8000 BLOCK HILLSBOROUGH AV W,33615
1213472,2020-118325          ,ASSAULT,AGGRAVATED ASSAULT,02/13/2020,8400 BLOCK HILLSBOROUGH AV W,33615
1213482,2020-116783          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/13/2020,9200 BLOCK TUDOR DR,33615
1213585,2020-121748          ,BATTERY,BATTERY-SIMPLE,02/14/2020,8300 BLOCK GALEWOOD CR,33615
1213609,2020-119305          ,BATTERY,BATTERY-SIMPLE,02/14/2020,5600 BLOCK FOREST HAVEN CR,33615
1213635,2020-119571          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/14/2020,5100 BLOCK WEBB RD,33615
1213676,2020-119730          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/14/2020,8000 BLOCK SHELDON RD,33615
1213689,2020-119923          ,TRAFFIC,Property Damage,02/14/2020,SHELDON RD  /  WATERS AV W,33615
1213732,2020-121272          ,TRAFFIC,Property Damage,02/14/2020,HILLSBOROUGH AV W  /  SHELDON RD,33615
1213805,2020-122062          ,TRAFFIC,Property Damage,02/15/2020,MEMORIAL HW  /  HILLSBOROUGH AV W,33615
1213817,2020-122651          ,TRAFFIC,Property Damage,02/15/2020,MEMORIAL HW  /  TNC BL,33615
1213826,2020-122717          ,TRAFFIC,Property Damage,02/15/2020,HILLSBOROUGH AV W  /  WEBB RD,33615
1213827,2020-122054          ,DUI,DUI (DRIVING UNDER INFLUENCE),02/15/2020,HILLSBOROUGH AV W  /  LONGBOAT BL E,33615
1214096,2020-125793          ,TRAFFIC,Property Damage,02/16/2020,8900 BLOCK WESTBAY BL,33615
1214124,2020-124511          ,BATTERY,BATTERY-SIMPLE,02/16/2020,10900 BLOCK MEMORIAL HW,33615
1214176,2020-127359          ,TRAFFIC,Property Damage,02/17/2020,SHELDON RD  /  WATERS AV W,33615
1214232,2020-128842          ,THEFT,PETIT THEFT - ALL OTHER,02/17/2020,100 BLOCK RODNEY LN,33615
1214279,2020-128734          ,BATTERY,BATTERY-SIMPLE,02/17/2020,8800 BLOCK OAK CR,33615
1214291,2020-126744          ,DUI,DUI (DRIVING UNDER INFLUENCE),02/17/2020,7900 BLOCK WATERS AV W,33615
1214430,2020-131284          ,BATTERY,BATTERY-SIMPLE,02/18/2020,5600 BLOCK FOREST HAVEN CR,33615
1214477,2020-132059          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/18/2020,5700 BLOCK BAYWATER DR,33615
1214543,2020-131807          ,BURGLARY,BURGLARY RESIDENCE / FORCED,02/18/2020,6700 BLOCK SEAFAIRER DR,33615
1214576,2020-130595          ,TRAFFIC,Property Damage,02/18/2020,SHELDON RD  /  WOOD LAKE BL,33615
1214646,2020-130738          ,THEFT,SHOPLIFTING,02/18/2020,8700 BLOCK HILLSBOROUGH AV W,33615
1214659,2020-133055          ,TRAFFIC,Property Damage,02/19/2020,MEMORIAL HW  /  KELLY RD,33615
1214660,2020-133193          ,TRAFFIC,Property Damage,02/19/2020,MEMORIAL HW  /  TNC BL,33615
1214661,2020-133043          ,TRAFFIC,Property Damage,02/19/2020,MEMORIAL HW  /  HILLSBOROUGH AV W,33615
1214672,2020-135086          ,TRAFFIC,Property Damage,02/19/2020,MEMORIAL HW  /  HILLSBOROUGH AV W,33615
1214681,2020-133739          ,TRAFFIC,Incapacitating,02/19/2020,HILLSBOROUGH AV W  /  TUDOR DR,33615
1214688,2020-133420          ,TRAFFIC,Property Damage,02/19/2020,WATERS AV W  /  REDBRAES DR,33615
1214808,2020-133755          ,BURGLARY,THEFT FROM A VEHICLE,02/19/2020,8800 BLOCK BRENNAN CR,33615
1214822,2020-135045          ,DRUGS,DRUG TRAFFICKING/DELIVERY,02/19/2020,8300 BLOCK CRYSTAL HARBOUR DR,33615
1214838,2020-134122          ,FRAUD,FRAUD-CREDIT CARD,02/19/2020,8100 BLOCK HILLSBOROUGH AV W,33615
1214891,2020-136301          ,FRAUD,FRAUD-OTHER,02/20/2020,7100 BLOCK HALIFAX CT,33615
1214942,2020-136719          ,BATTERY,BATTERY-SIMPLE,02/20/2020,8300 BLOCK OAK FOREST CT,33615
1214970,2020-137525          ,FRAUD,FRAUD-SWINDLE,02/20/2020,7600 BLOCK WATERS AV W,33615
1215009,2020-138272          ,DUI,DUI (DRIVING UNDER INFLUENCE),02/20/2020,8000 BLOCK HILLSBOROUGH AV W,33615
1215010,2020-82172           ,TRAFFIC,Property Damage,02/20/2020,HILLSBOROUGH AV W / SHELDON RD,33615
1215067,2020-137931          ,BURGLARY,BURGLARY RESIDENCE / FORCED,02/20/2020,8300 BLOCK NORTHBRIDGE BL,33615
1215086,2020-135593          ,FIRE,FIRE INVESTIGATION,02/20/2020,9100 BLOCK SANDCROFT CT,33615
1215131,2020-139886          ,TRAFFIC,Property Damage,02/21/2020,WATERS AV W  /  RIVERWOOD BL,33615
1215155,2020-138708          ,BATTERY,BATTERY-SIMPLE,02/21/2020,7900 BLOCK JACKSON SPRINGS RD,33615
1215227,2020-140090          ,BATTERY,BATTERY-SIMPLE,02/21/2020,6400 BLOCK TNC BL,33615
1215267,2020-140118          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/21/2020,4900 BLOCK CARLYLE RD,33615
1215315,2020-141335          ,DUI,DUI (DRIVING UNDER INFLUENCE),02/22/2020,7900 BLOCK HILLSBOROUGH AV W,33615
1215353,2020-143456          ,BATTERY,BATTERY-SIMPLE,02/22/2020,8200 BLOCK SHELDON RD,33615
1215425,2020-142054          ,TRAFFIC,Property Damage,02/22/2020,MEMORIAL HW  /  BAY POINTE DR,33615
1215486,2020-144325          ,TRAFFIC,Property Damage,02/23/2020,SHELDON RD  /  WATERS AV W,33615
1215503,2020-144455          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/23/2020,8800 BLOCK MEMORIAL HW,33615
1215539,2020-144789          ,BATTERY,BATTERY-SIMPLE,02/23/2020,7900 BLOCK POWHATAN AV W,33615
1215540,2020-144789          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/23/2020,7900 BLOCK POWHATAN AV W,33615
1215560,2020-144453          ,ASSAULT,AGGRAVATED ASSAULT,02/23/2020,8800 BLOCK BRENNAN CR,33615
1215620,2020-145452          ,BATTERY,BATTERY-SIMPLE,02/23/2020,7100 BLOCK HAMILTON PARK BL,33615
1215629,2020-146507          ,FRAUD,FRAUD-SWINDLE,02/24/2020,8500 BLOCK PINEHURST DR,33615
1215688,2020-147637          ,DUI,DUI (DRIVING UNDER INFLUENCE),02/24/2020,8800 BLOCK ROCKY CREEK DR,33615
1215762,2020-146222          ,ASSAULT,AGGRAVATED ASSAULT,02/24/2020,100 BLOCK NEWBURY DR,33615
1215835,2020-147594          ,TRAFFIC,Property Damage,02/24/2020,MEMORIAL HW  /  MILLWOOD DR,33615
1215844,2020-147396          ,TRAFFIC,Property Damage,02/24/2020,8800 BLOCK ROCKY CREEK DR,33615
1215856,2020-147989          ,FRAUD,FRAUD-OTHER,02/24/2020,8300 BLOCK SHELDON RD,33615
1215906,2020-150797          ,TRAFFIC,Non Incapacitating Injury,02/25/2020,TIMBERLANE DR  /  PACES FERRY DR,33615
1216041,2020-150773          ,THEFT,THEFT MOTOR VEHICLE PARTS,02/25/2020,8700 BLOCK WATERS AV W,33615
1216077,2020-149199          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/25/2020,WILSKY BL  /  BRETTONWOOD DR,33615
1216139,2020-150549          ,THEFT,THEFT OF BICYCLE,02/25/2020,8700 BLOCK HILLSBOROUGH AV W,33615
1216309,2020-151895          ,TRAFFIC,Property Damage,02/26/2020,MEMORIAL HW  /  SALTWATER BL,33615
1216310,2020-152010          ,TRAFFIC,Property Damage,02/26/2020,SHELDON RD  /  MEMORIAL HW,33615
1216441,2020-155735          ,TRAFFIC,Non Incapacitating Injury,02/27/2020,8300 BLOCK SHELDON RD,33615
1216446,2020-154955          ,TRAFFIC,Incapacitating,02/27/2020,MEMORIAL HW  /  KELLY RD,33615
1216450,2020-155167          ,TRAFFIC,Non Incapacitating Injury,02/27/2020,WOODBRIDGE BL  /  WEBB RD,33615
1216451,2020-156300          ,TRAFFIC,Property Damage,02/27/2020,MEMORIAL HW  /  WEBB RD,33615
1216468,2020-154465          ,DUI,DUI (DRIVING UNDER INFLUENCE),02/27/2020,ELLIOT DR  /  PARSONS ST,33615
1216487,2020-155380          ,FRAUD,FRAUD-IMPERSONATION,02/27/2020,4600 BLOCK BAY CREST DR,33615
1216539,2020-156880          ,DRUGS,DRUGS/NARCOTICS,02/27/2020,10100 BLOCK HILLSBOROUGH AV W,33615
1216581,2020-1500252         ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/27/2020,5400 BLOCK BAYWATER DR,33615
1216626,2020-155714          ,FRAUD,FRAUD-IMPERSONATION,02/27/2020,8300 BLOCK SHELDON RD,33615
1216649,2020-157894          ,MISCHIEF,CRIMINAL MISCHIEF FELONY,02/28/2020,7600 BLOCK ABONADO RD,33615
1216769,2020-158109          ,TRAFFIC,Property Damage,02/28/2020,8400 BLOCK HILLSBOROUGH AV W,33615
1216802,2020-159213          ,TRAFFIC,Property Damage,02/28/2020,MEMORIAL HW  /  TNC BL,33615
1216807,2020-158430          ,TRAFFIC,Property Damage,02/28/2020,CORNWALL LN  /  TNC BL,33615
1216886,2020-160060          ,TRAFFIC,Non Incapacitating Injury,02/29/2020,TNC BL  /  WINSTON LN,33615
1216888,2020-159647          ,TRAFFIC,Non Incapacitating Injury,02/29/2020,8600 BLOCK HILLSBOROUGH AV W,33615
1216905,2020-160395          ,TRAFFIC,Property Damage,02/29/2020,WATERS AV W  /  SHELDON RD,33615
1216950,2020-159927          ,BATTERY,BATTERY-SIMPLE,02/29/2020,6100 BLOCK MEMORIAL HW,33615
1216961,2020-159648          ,DUI,DUI (DRIVING UNDER INFLUENCE),02/29/2020,HILLSBOROUGH AV W  /  ELLIOT DR,33615
1216966,2020-161051          ,THEFT,GRAND THEFT - ALL OTHER,02/29/2020,7500 BLOCK WATERS AV W,33615
1217011,2020-161804          ,BATTERY,BATTERY-SIMPLE,02/29/2020,5900 BLOCK MEMORIAL HW,33615
1217012,2020-161804          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/29/2020,5900 BLOCK MEMORIAL HW,33615
1217088,2020-162108          ,DUI,DUI (DRIVING UNDER INFLUENCE),03/01/2020,7200 BLOCK CREEKWOOD CT,33615
1217199,2020-165241          ,TRAFFIC,Property Damage,03/02/2020,WATERS AV W  /  SHELDON RD,33615
1217265,2020-165918          ,THEFT,THEFT OF BICYCLE,03/02/2020,10200 BLOCK TURTLE HILL CT,33615
1217294,2020-165027          ,THEFT,THEFT FROM A BUILDING,03/02/2020,4700 BLOCK TRAVERTINE DR,33615
1217324,2020-166365          ,DRUGS,DRUG TRAFFICKING/DELIVERY,03/02/2020,8100 BLOCK WATERS AV W,33615
1217362,2020-165836          ,FRAUD,FRAUD-OTHER,03/02/2020,6300 BLOCK NEWTOWN CR,33615
1217370,2020-166263          ,FRAUD,FRAUD-SWINDLE,03/02/2020,7900 BLOCK MEADOWCROFT PL,33615
1217386,2020-165676          ,BATTERY,BATTERY-SIMPLE,03/02/2020,8300 BLOCK SHELDON RD,33615
1217429,2020-166358          ,DRUGS,DRUGS/NARCOTICS,03/02/2020,5700 BLOCK MEMORIAL HW,33615
1217531,2020-166867          ,BATTERY,BATTERY-SIMPLE,03/03/2020,8100 BLOCK SHELDON RD,33615
1217591,2020-169369          ,TRAFFIC,Property Damage,03/03/2020,SHELDON RD  /  CROWN BL,33615
1217604,2020-168212          ,TRAFFIC,Non Incapacitating Injury,03/03/2020,HILLSBOROUGH AV W  /  LONGBOAT BL W,33615
1217614,2020-168794          ,TRAFFIC,Property Damage,03/03/2020,HILLSBOROUGH AV W  /  WEBB RD,33615
1217665,2020-169114          ,BATTERY,BATTERY-SIMPLE,03/03/2020,9400 BLOCK HILLSBOROUGH AV W,33615
1217710,2020-171693          ,TRAFFIC,Property Damage,03/04/2020,SHELDON RD  /  WATERS AV W,33615
1217744,2020-171633          ,TRAFFIC,Property Damage,03/04/2020,8400 BLOCK WATERS AV W,33615
1217746,2020-172172          ,TRAFFIC,Property Damage,03/04/2020,6100 BLOCK MEMORIAL HW,33615
1217775,2020-170552          ,BURGLARY,BURGLARY RESIDENCE / FORCED,03/04/2020,4900 BLOCK CARLYLE RD,33615
1217793,2020-171681          ,FRAUD,FRAUD-SWINDLE,03/04/2020,7200 BLOCK SHELDON RD,33615
1217861,2020-172135          ,BATTERY,BATTERY-SIMPLE,03/04/2020,8300 BLOCK HILLSBOROUGH AV W,33615
1217880,2020-1500288         ,FRAUD,FRAUD-SWINDLE,03/04/2020,8300 BLOCK SHELDON RD,33615
1217981,2020-173818          ,FRAUD,FRAUD-SWINDLE,03/05/2020,7900 BLOCK MEADOWCROFT PL,33615
1218015,2020-173723          ,FRAUD,FRAUD-OTHER,03/05/2020,6000 BLOCK BEACON ISLES DR,33615
1218136,2020-174116          ,TRAFFIC,Property Damage,03/05/2020,SHELDON RD  /  WATERS AV W,33615
1218138,2020-173452          ,TRAFFIC,Non Incapacitating Injury,03/05/2020,HILLSBOROUGH AV W  /  TNC BL,33615
1218139,2020-173614          ,TRAFFIC,Property Damage,03/05/2020,8400 BLOCK HILLSBOROUGH AV W,33615
1218163,2020-174489          ,TRAFFIC,Non Incapacitating Injury,03/05/2020,RIVERWOOD BL  /  WATERS AV W,33615
1218169,2020-172876          ,TRAFFIC,Property Damage,03/05/2020,SHELDON RD  /  WOOD LAKE BL,33615
1218268,2020-177316          ,TRAFFIC,Property Damage,03/06/2020,WATERS AV W  /  SHELDON RD,33615
1218276,2020-176073          ,TRAFFIC,Non Incapacitating Injury,03/06/2020,4800 BLOCK KELLY RD,33615
1218541,2020-180179          ,FRAUD,FRAUD-SWINDLE,03/07/2020,10200 BLOCK CUTTEN GREEN CT,33615
1218556,2020-179287          ,TRAFFIC,Property Damage,03/07/2020,MEMORIAL HW  /  ELLIOT DR,33615
1218559,2020-179178          ,TRAFFIC,Property Damage,03/07/2020,WATERS AV W  /  PAT BL,33615
1218560,2020-180008          ,TRAFFIC,Property Damage,03/07/2020,SABLE RIDGE CT  /  TIMBERLANE WEST DR,33615
1218628,2020-181283          ,TRAFFIC,Property Damage,03/08/2020,MEMORIAL HW  /  CIVIC RD,33615
1218630,2020-181540          ,TRAFFIC,Property Damage,03/08/2020,MEMORIAL HW  /  KINGS POINT RD,33615
1218732,2020-1500308         ,MISCHIEF,CRIMINAL MISCHIEF FELONY,03/08/2020,4300 BLOCK BAYSIDE VLG DR,33615
1218807,2020-184480          ,FRAUD,FRAUD-SWINDLE,03/09/2020,8300 BLOCK SANDSTONE LAKE DR,33615
1218843,2020-184573          ,THEFT,PETIT THEFT - ALL OTHER,03/09/2020,7500 BLOCK WATERS AV W,33615
1218871,2020-182552          ,DUI,DUI (DRIVING UNDER INFLUENCE),03/09/2020,HILLSBOROUGH AV W  /  ELLIOT DR,33615
1218937,2020-184036          ,TRAFFIC,Property Damage,03/09/2020,TNC BL  /  HILLSBOROUGH AV W,33615
1218956,2020-184224          ,TRAFFIC,Non Incapacitating Injury,03/09/2020,WILSKY BL  /  CARON RD,33615
1219032,2020-187033          ,TRAFFIC,Property Damage,03/10/2020,WATERS AV W  /  SHELDON RD,33615
1219041,2020-187872          ,TRAFFIC,Property Damage,03/10/2020,WATERS AV W  /  PINEHURST DR,33615
1219055,2020-185947          ,TRAFFIC,Property Damage,03/10/2020,SHELDON RD  /  WATERS AV W,33615
1219067,2020-187132          ,TRAFFIC,Property Damage,03/10/2020,KELLY RD  /  HILLSBOROUGH AV W,33615
1219076,2020-185099          ,DUI,DUI (DRIVING UNDER INFLUENCE),03/10/2020,HILLSBOROUGH AV W  /  LITTLE RIVER DR,33615
1219105,2020-187162          ,THEFT,THEFT MOTOR VEHICLE PARTS,03/10/2020,8200 BLOCK DRYCREEK DR,33615
1219163,2020-185950          ,FRAUD,FRAUD-IMPERSONATION,03/10/2020,9500 BLOCK FLORA ST W,33615
1219207,2020-187878          ,BATTERY,BATTERY-SIMPLE,03/10/2020,8300 BLOCK ELKWOOD LN,33615
1219294,2020-190515          ,BATTERY,BATTERY-SIMPLE,03/11/2020,8200 BLOCK HILLSBOROUGH AV W,33615
1219357,2020-189120          ,THEFT,THEFT VEHICLE & OTHER MOBILE,03/11/2020,7500 BLOCK GALLINETA CT,33615
1219362,2020-190041          ,THEFT,SHOPLIFTING,03/11/2020,6700 BLOCK MEMORIAL HW,33615
1219456,2020-189616          ,TRAFFIC,Property Damage,03/11/2020,REDBRAES DR  /  WATERS AV W,33615
1219529,2020-192724          ,TRAFFIC,Property Damage,03/12/2020,SHELDON RD  /  BROAD ST W,33615
1219534,2020-192924          ,TRAFFIC,Property Damage,03/12/2020,SHELDON RD  /  WATERS AV W,33615
1219538,2020-192545          ,TRAFFIC,Property Damage,03/12/2020,ELDORADO DR  /  JACKSON SPRINGS RD,33615
1219547,2020-192969          ,TRAFFIC,Property Damage,03/12/2020,8400 BLOCK LOPEZ DR,33615
1219648,2020-193167          ,DUI,DUI (DRIVING UNDER INFLUENCE),03/12/2020,8800 BLOCK BAY POINTE DR,33615
1219694,2020-192021          ,DRUGS,DRUG TRAFFICKING/DELIVERY,03/12/2020,SHELDON RD  /  HILLSBOROUGH AV W,33615
1219756,2020-194392          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,03/13/2020,10900 BLOCK MEMORIAL HW,33615
1219828,2020-194425          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,03/13/2020,7600 BLOCK PALMBROOK DR,33615
1219865,2020-194705          ,TRAFFIC,Non Incapacitating Injury,03/13/2020,WATERS AV W  /  SHELL DR,33615
1219915,2020-194826          ,TRAFFIC,Non Incapacitating Injury,03/13/2020,GLENVIEW LN  /  TNC BL,33615
1219916,2020-195055          ,TRAFFIC,Non Incapacitating Injury,03/13/2020,HILLSBOROUGH AV W  /  WEBB RD,33615
1219919,2020-194466          ,TRAFFIC,Non Incapacitating Injury,03/13/2020,HILLSBOROUGH AV W  /  STANDISH BEND DR,33615
1219977,2020-197039          ,TRAFFIC,Property Damage,03/14/2020,WOODBRIDGE BL  /  ELDORADO DR,33615
1220047,2020-196558          ,THEFT,PETIT THEFT - ALL OTHER,03/14/2020,8700 BLOCK PALISADES DR,33615
1220068,2020-196062          ,BATTERY,BATTERY-SIMPLE,03/14/2020,4300 BLOCK BAYSIDE VLG DR,33615
1220080,2020-196774          ,THEFT,PETIT THEFT - ALL OTHER,03/14/2020,8100 BLOCK SILENT CREEK DR,33615
1220259,2020-198221          ,TRAFFIC,Property Damage,03/15/2020,SHELDON RD  /  CROWN BL,33615
1220327,2020-201623          ,TRAFFIC,Property Damage,03/16/2020,BRENNAN CR  /  SHELDON RD,33615
1220439,2020-201805          ,THEFT,PETIT THEFT - ALL OTHER,03/16/2020,8800 BLOCK HILLSBOROUGH AV W,33615
1220504,2020-203775          ,BATTERY,BATTERY-SIMPLE,03/17/2020,9500 BLOCK CAMDEN HILL CT,33615
1220532,2020-202992          ,FRAUD,FRAUD-OTHER,03/17/2020,8300 BLOCK HILLSBOROUGH AV W,33615
1220560,2020-203422          ,ROBBERY,PERSON - ROBBERY,03/17/2020,9300 BLOCK MEMORIAL HW,33615
1220584,2020-203802          ,TRAFFIC,Non Incapacitating Injury,03/17/2020,SHELDON RD  /  FLORA ST W,33615
1220594,2020-203598          ,TRAFFIC,Property Damage,03/17/2020,MILLWOOD DR  /  ARCHWOOD CR,33615
1220599,2020-202168          ,TRAFFIC,Non Incapacitating Injury,03/17/2020,WATERS AV W  /  SHELDON RD,33615
1220624,2020-202782          ,THEFT,THEFT OF BICYCLE,03/17/2020,6300 BLOCK NEWTOWN CR,33615
1220658,2020-204632          ,TRAFFIC,Property Damage,03/18/2020,HILLSBOROUGH AV W  /  MERTENS ST,33615
1220675,2020-204445          ,TRAFFIC,Incapacitating,03/18/2020,JACKSON SPRINGS RD  /  RHONDA RD,33615
1220722,2020-206347          ,BATTERY,BATTERY-SIMPLE,03/18/2020,8100 BLOCK SHELDON RD,33615
1220872,2020-1500451         ,FRAUD,FRAUD-IMPERSONATION,03/19/2020,8200 BLOCK WATERS AV W,33615
1220914,2020-207773          ,MISCHIEF,CRIMINAL MISCHIEF FELONY,03/19/2020,7700 BLOCK HILLSBOROUGH AV W,33615
1220944,2020-207968          ,TRAFFIC,Property Damage,03/19/2020,TNC BL  /  WINSTON LN,33615
1220947,2020-205612          ,TRAFFIC,Non Incapacitating Injury,03/19/2020,SOAPSTONE DR / QUARTZ PL,33615
1220956,2020-207791          ,TRAFFIC,Property Damage,03/19/2020,SHELDON RD  /  MEMORIAL HW,33615
1220977,2020-206841          ,BURGLARY,THEFT FROM A VEHICLE,03/19/2020,7900 BLOCK BAY POINTE DR,33615
1221034,2020-209461          ,TRAFFIC,Property Damage,03/20/2020,MEMORIAL HW  /  KELLY RD,33615
1221063,2020-209627          ,BATTERY,BATTERY-AGGRAVATED,03/20/2020,8200 BLOCK WATERS AV W,33615
1221064,2020-209627          ,BATTERY,BATTERY-SIMPLE,03/20/2020,8200 BLOCK WATERS AV W,33615
1221065,2020-209627          ,MISCHIEF,CRIMINAL MISCHIEF FELONY,03/20/2020,8200 BLOCK WATERS AV W,33615
1221077,2020-208299          ,BATTERY,BATTERY-SIMPLE,03/20/2020,8300 BLOCK ROYAL SAND CR,33615
1221244,2020-211043          ,BATTERY,BATTERY-SIMPLE,03/21/2020,6700 BLOCK MEMORIAL HW,33615
1221292,2020-210369          ,TRAFFIC,Property Damage,03/21/2020,6000 BLOCK WEBB RD,33615
