OBJECTID,Case Number,Crime Type,Crime Type Extension,Reported Date,Address,zip
1149521,2019-317555          ,BURGLARY,THEFT FROM A VEHICLE,05/07/2019,14900 BLOCK PHILMORE RD,33613
1149627,2019-319864          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,05/07/2019,3900 BLOCK TUMBLE WOOD TL,33613
1150162,2019-324958          ,DRUGS,DRUGS/NARCOTICS,05/09/2019,20TH ST N / 137TH AV E,33613
1152266,2019-345044          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,05/17/2019,1200 BLOCK SAND LAKE CR,33613
1154138,2019-365220          ,TRAFFIC,Property Damage,05/25/2019,BRUCE B DOWNS BL  /  UNIVERSITY PZ,33613
1157988,2019-410400          ,DRUGS,DRUGS/NARCOTICS,06/11/2019,15300 BLOCK NEBRASKA AV N,33613
1159820,2019-430919          ,BATTERY,BATTERY-SIMPLE,06/19/2019,1200 BLOCK SAND LAKE CR,33613
1164437,2019-487732          ,TRAFFIC,Property Damage,07/10/2019,BRUCE B DOWNS BL  /  138TH AV E,33613
1164818,2019-493535          ,BATTERY,BATTERY-SIMPLE,07/12/2019,13900 BLOCK FLETCHERS MILL DR,33613
1165943,2019-506633          ,THEFT,THEFT OF BICYCLE,07/17/2019,14100 BLOCK MONTEREY PINES DR,33613
1166816,2019-518352          ,BURGLARY,THEFT FROM A VEHICLE,07/22/2019,14300 BLOCK HENSEL LN,33613
1168496,2019-536649          ,FRAUD,FRAUD-SWINDLE,07/29/2019,15300 BLOCK NEBRASKA AV N,33613
1171327,2019-568406          ,BATTERY,BATTERY-SIMPLE,08/10/2019,14000 BLOCK NEBRASKA AV N,33613
1171413,2019-570027          ,THEFT,SHOPLIFTING,08/11/2019,15300 BLOCK NEBRASKA AV N,33613
1172117,2019-579261          ,ASSAULT,AGGRAVATED ASSAULT,08/14/2019,3100 BLOCK GRAND PAVILION DR,33613
1172306,2019-581010          ,BURGLARY,BURGLARY WITH ASSAULT/BATTERY,08/15/2019,13800 BLOCK KAPOK CT,33613
1172581,2019-583271          ,TRAFFIC,Property Damage,08/16/2019,BRUCE B DOWNS BL  /  42ND ST N,33613
1177095,2019-633776          ,FRAUD,FRAUD-SWINDLE,09/04/2019,15300 BLOCK NEBRASKA AV N,33613
1178924,2019-655008          ,TRAFFIC,Property Damage,09/12/2019,PRISM CR  /  BEARSS AV E,33613
1178967,2019-656863          ,BATTERY,BATTERY-SIMPLE,09/12/2019,3100 BLOCK FLETCHER AV E,33613
1181197,2019-681097          ,DRUGS,DRUG PARAPHERNALIA,09/22/2019,HENSEL LN  /  22ND ST N,33613
1183879,2019-711474          ,TRAFFIC,Non Incapacitating Injury,10/03/2019,BEARSS AV E  /  18TH ST N,33613
1184520,2019-717811          ,DRUGS,DRUGS/NARCOTICS,10/06/2019,LIVINGSTON AV  /  BEARSS AV E,33559
1185754,2019-731733          ,TRAFFIC,Non Incapacitating Injury,10/11/2019,BRUCE B DOWNS BL  /  37TH ST N,33613
1186644,2019-741333          ,TRAFFIC,Property Damage,10/15/2019,LIVINGSTON AV  /  BEARSS AV E,33559
1189286,2019-769524          ,THEFT,SHOPLIFTING,10/26/2019,15300 BLOCK NEBRASKA AV N,33613
1190600,2019-786842          ,TRAFFIC,Property Damage,11/01/2019,42ND ST N  /  FLETCHER AV E,33613
1192601,2019-809400          ,BATTERY,BATTERY-SIMPLE,11/10/2019,1200 BLOCK SKIPPER RD,33613
1195326,2019-842239          ,THEFT,SHOPLIFTING,11/23/2019,13500 BLOCK UNIVERSITY PZ,33613
1195452,2019-841435          ,BURGLARY,THEFT FROM A VEHICLE,11/23/2019,15300 BLOCK NEBRASKA AV N,33613
1198114,2019-875366          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,12/07/2019,14800 BLOCK SWALLOWTAIL CT,33613
1199153,2019-884906          ,DRUGS,DRUGS/NARCOTICS,12/11/2019,15300 BLOCK NEBRASKA AV N,33613
1200046,2019-895351          ,THEFT,THEFT MOTOR VEHICLE PARTS,12/15/2019,3100 BLOCK FLETCHER AV E,33613
1201944,2019-916648          ,BATTERY,BATTERY-SIMPLE,12/23/2019,1300 BLOCK SAND LAKE CR,33613
1203089,2019-932162          ,THEFT,GRAND THEFT - ALL OTHER,12/30/2019,3600 BLOCK FLETCHER AV E,33613
1204623,2020-13676           ,BATTERY,BATTERY-SIMPLE,01/06/2020,1500 BLOCK 138TH AV E,33613
1207792,2020-1500026         ,FRAUD,FRAUD-IMPERSONATION,01/21/2020,3400 BLOCK PALM CROSSING DR,33613
1209492,2020-73270           ,THEFT,PETIT THEFT - ALL OTHER,01/28/2020,3900 BLOCK ROCKY CR,33613
1209664,2020-73972           ,THEFT,SHOPLIFTING,01/28/2020,13500 BLOCK FLORIDA AV N,33613
1211407,2020-94397           ,FRAUD,FRAUD-OTHER,02/05/2020,15300 BLOCK NEBRASKA AV N,33613
1212240,2020-102687          ,BURGLARY,CURTILAGE WITH THEFT,02/08/2020,800 BLOCK WALKER DR,33613
1213176,2020-115248          ,TRAFFIC,Property Damage,02/12/2020,BEARSS AV E  /  30TH ST N,33613
1213557,2020-119643          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/14/2020,13600 BLOCK 22ND ST N,33613
1214258,2020-128761          ,TRAFFIC,Property Damage,02/17/2020,BEARSS AV E  /  22ND ST N,33613
1215429,2020-141994          ,TRAFFIC,Incapacitating,02/22/2020,42ND ST N  /  BRUCE B DOWNS BL,33613
1218323,2020-1500301         ,THEFT,SHOPLIFTING,03/06/2020,15300 BLOCK NEBRASKA AV N,33613
1225854,2020-274874          ,BATTERY,BATTERY-SIMPLE,04/22/2020,13700 BLOCK SUSAN KAY DR,33613
1226644,2020-1500810         ,FRAUD,FRAUD-SWINDLE,04/27/2020,4000 BLOCK ASHFORD GREEN PL,33613
1226747,2020-287227          ,BATTERY,BATTERY-SIMPLE,04/28/2020,14400 BLOCK LENORE CT,33613
1227022,2020-288085          ,DRUGS,DRUGS/NARCOTICS,04/29/2020,100 BLOCK 145TH AV E,33613
1227726,2020-298451          ,BATTERY,BATTERY-SIMPLE,05/04/2020,13600 BLOCK 20TH ST N,33613
1232343,2020-351687          ,DRUGS,DRUG PARAPHERNALIA,05/28/2020,BRUCE B DOWNS BL  /  138TH AV E,33613
1232363,2020-353447          ,BATTERY,BATTERY-SIMPLE,05/28/2020,14400 BLOCK HELLENIC DR,33613
1233405,2020-367159          ,TRAFFIC,Non Incapacitating Injury,06/03/2020,I275 S  /  BEARSS AV E,33613
1233554,2020-367721          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,06/04/2020,3200 BLOCK COVE BEND DR,33613
1239983,2020-447734          ,FRAUD,FRAUD-IMPERSONATION,07/10/2020,14500 BLOCK FLORIDA AV N,33613
1241148,2020-461403          ,TRAFFIC,Property Damage,07/16/2020,BEARSS AV W  /  CRISIS CENTER PZ,33613
1241938,2020-471499          ,BATTERY,BATTERY-SIMPLE,07/21/2020,3100 BLOCK FLETCHER AV E,33613
1241961,2020-470956          ,THEFT,THEFT MOTOR VEHICLE PARTS,07/21/2020,13800 BLOCK AZALEA CR,33613
1242894,2020-483816          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,07/27/2020,13700 BLOCK 19TH ST N,33613
1242957,2020-483779          ,FRAUD,FRAUD-OTHER,07/27/2020,4000 BLOCK FLETCHER AV E,33613
1243106,2020-486135          ,BURGLARY,THEFT FROM A VEHICLE,07/28/2020,3500 BLOCK JEFFERSON COMMONS DR,33613
1244726,2020-505551          ,THEFT,SHOPLIFTING,08/06/2020,14500 BLOCK NEBRASKA AV N,33613
1244809,2020-506088          ,TRAFFIC,Property Damage,08/06/2020,BRUCE B DOWNS BL  /  BEARSS AV E,33613
1245768,2020-520490          ,BATTERY,BATTERY-SIMPLE,08/12/2020,2200 BLOCK CEDAR TRACE CR,33613
1247534,2011-646748          ,TRAFFIC,Property Damage,08/21/2020,400 BLOCK BEARSS AV E,33613
1247978,2020-545398          ,BATTERY,BATTERY-SIMPLE,08/24/2020,13500 BLOCK UNIVERSITY PZ,33613
1249598,2020-565483          ,THEFT,THEFT VEHICLE & OTHER MOBILE,09/02/2020,1800 BLOCK COLUMBIA PARK AV,33613
1250531,2020-575885          ,MISCHIEF,CRIMINAL MISCHIEF FELONY,09/07/2020,14500 BLOCK EMBASSY LN,33613
1251510,2020-585564          ,THEFT,THEFT OF BICYCLE,09/11/2020,3700 BLOCK JEFFERSON COMMONS DR,33613
1251553,2020-588089          ,TRAFFIC,Property Damage,09/12/2020,BEARSS AV E / SOMERSET PARK DR,33613
1253236,2020-605489          ,FRAUD,FRAUD-SWINDLE,09/20/2020,15300 BLOCK NEBRASKA AV N,33613
1254596,2020-621204          ,BATTERY,BATTERY-SIMPLE,09/27/2020,1300 BLOCK 137TH AV E,33613
1255572,2020-632581          ,BATTERY,BATTERY-SIMPLE,10/02/2020,800 BLOCK WALKER DR,33613
1258151,2020-661676          ,BATTERY,BATTERY-SIMPLE,10/14/2020,142ND AV E  /  15TH ST N,33613
1258234,2020-661627          ,FRAUD,FRAUD-OTHER,10/14/2020,15500 BLOCK LAKESHORE VILLA LP,33613
1258383,2020-664232          ,THEFT,SHOPLIFTING,10/15/2020,15300 BLOCK NEBRASKA AV N,33613
1259147,2020-673947          ,BATTERY,BATTERY-SIMPLE,10/19/2020,1400 BLOCK 140TH AV E,33613
1260086,2020-683404          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,10/23/2020,14100 BLOCK MONTEREY PINES DR,33613
1266784,2020-734448          ,TRAFFIC,Fatal Injury,11/25/2020,COVE BEND DR / BRUCE B DOWNS BL,33613
1267766,2020-772480          ,TRAFFIC,Incapacitating,11/30/2020,BEARSS AV E  /  19TH ST N,33613
1267786,2020-772364          ,BATTERY,BATTERY-SIMPLE,11/30/2020,13700 BLOCK 19TH ST N,33613
1274361,2021-4012            ,BATTERY,BATTERY-SIMPLE,01/02/2021,4000 BLOCK TUMBLE WOOD TL,33613
1275254,2021-13784           ,BURGLARY,BURGLARY BUSINESS/ FORCED,01/07/2021,13600 BLOCK NEBRASKA AV N,33613
1276488,2021-28652           ,DRUGS,DRUGS/NARCOTICS,01/13/2021,13700 BLOCK 19TH ST N,33613
1278231,2021-47478           ,BURGLARY,BURGLARY RESIDENCE / FORCED,01/22/2021,2000 BLOCK 140TH AV E,33613
1279210,2021-59440           ,BATTERY,BATTERY-AGGRAVATED,01/27/2021,2000 BLOCK 142ND AV E,33613
1279230,2021-1500264         ,FRAUD,FRAUD-IMPERSONATION,01/27/2021,14500 BLOCK PRISM CR,33613
1279273,2021-57847           ,BURGLARY,THEFT FROM A VEHICLE,01/27/2021,2800 BLOCK SOMERSET PARK DR,33613
1280020,2021-067323          ,TRAFFIC,Property Damage,01/31/2021,43RD ST N  /  BRUCE B DOWNS BL,33613
1044698,2018-94960           ,THEFT,THEFT OF BICYCLE,02/08/2018,13500 BLOCK AVALON HEIGHTS BL,33613
1045382,2018-100457          ,BATTERY,BATTERY-AGGRAVATED,02/10/2018,14500 BLOCK HENSEL LN,33613
1046447,2018-112484          ,BATTERY,BATTERY-SIMPLE,02/15/2018,NEBRASKA AV N / HAYES RD,33549
1048419,2018-131656          ,DRUGS,DRUG PARAPHERNALIA,02/22/2018,14500 BLOCK NEBRASKA AV N,33613
1048611,2018-133718          ,TRAFFIC,Non Incapacitating Injury,02/23/2018,FLETCHER AV E / USF BANYAN CR,33613
1048737,2018-135015          ,DUI,DUI (DRIVING UNDER INFLUENCE),02/23/2018,143RD AV E / 20TH ST N,33613
1049272,2018-141908          ,THEFT,THEFT FROM A BUILDING,02/26/2018,100 BLOCK 144TH AV E,33613
1054419,2018-192415          ,TRAFFIC,Property Damage,03/19/2018,FLETCHER AV E / 42ND ST N,33613
1055910,2018-206483          ,TRAFFIC,Property Damage,03/25/2018,FLETCHER AV E / 23RD ST N,33613
1056099,2018-207461          ,DUI,DUI (DRIVING UNDER INFLUENCE),03/26/2018,BEARSS AV W / HAVEN BN,33613
1056952,2018-217505          ,TRAFFIC,Property Damage,03/29/2018,BRUCE B DOWNS BL / COVE BEND DR,33613
1056995,2018-216977          ,DRUGS,DRUG TRAFFICKING/DELIVERY,03/29/2018,FLETCHER AV E / 42ND ST N,33613
1058057,2018-230139          ,TRAFFIC,Property Damage,04/03/2018,BRUCE B DOWNS BL / 138TH AV E,33613
1063633,2018-284983          ,DRUGS,DRUGS/NARCOTICS,04/25/2018,FLETCHER AV E / 46TH ST N,33613
1065531,2018-307610          ,THEFT,SHOPLIFTING,05/03/2018,15300 BLOCK NEBRASKA AV N,33613
1066378,2018-318026          ,DRUGS,DRUGS/NARCOTICS,05/07/2018,BEARSS AV E / I275 SOUTHBOUND,33613
1070420,2018-356548          ,TRAFFIC,Property Damage,05/23/2018,BEARSS AV E / 22ND ST N,33613
1070672,2018-357304          ,FRAUD,FRAUD-IMPERSONATION,05/24/2018,14200 BLOCK 42ND ST N,33613
1072226,2018-374944          ,THEFT,SHOPLIFTING,05/31/2018,14500 BLOCK NEBRASKA AV N,33613
1072441,2018-379151          ,BURGLARY,BURGLARY BUSINESS/NO FORCE,06/01/2018,14300 BLOCK DAKE LN,33613
1074250,2018-398001          ,DUI,DUI (DRIVING UNDER INFLUENCE),06/09/2018,FLORIDA AV N / LAKE MAGDALENE BL,33549
1075057,2018-409479          ,THEFT,SHOPLIFTING,06/13/2018,13600 BLOCK UNIVERSITY PZ,33613
1075847,2018-418608          ,BATTERY,BATTERY-SIMPLE,06/17/2018,13700 BLOCK 19TH ST N,33613
1078615,2018-448588          ,TRAFFIC,Property Damage,06/29/2018,FLETCHER AV E / 23RD ST N,33613
1081887,2018-489357          ,BATTERY,BATTERY-AGGRAVATED,07/15/2018,3100 BLOCK GRAND PAVILION DR,33613
1082866,2018-499470          ,DRUGS,DRUGS/NARCOTICS,07/19/2018,142ND AV E / 15TH ST N,33613
1084552,2018-517949          ,BURGLARY,BURGLARY RESIDENCE / FORCED,07/27/2018,13700 BLOCK 21ST ST N,33613
1084612,2018-519419          ,DRUGS,DRUGS/NARCOTICS,07/27/2018,BEARSS AV E / 30TH ST N,33613
1085614,2018-529893          ,TRAFFIC,Property Damage,08/01/2018,I275 NORTHBOUND / BEARSS I275 N RP,33613
1085780,2018-533949          ,BATTERY,BATTERY-SIMPLE,08/02/2018,13800 BLOCK AZALEA CR,33613
1088167,2018-559866          ,BATTERY,BATTERY-SIMPLE,08/13/2018,14100 BLOCK 20TH ST N,33613
1089484,2018-573254          ,ROBBERY,PERSON - ROBBERY,08/18/2018,13600 BLOCK 22ND ST N,33613
1091393,2018-596190          ,BATTERY,BATTERY-SIMPLE,08/27/2018,13800 BLOCK AZALEA CR,33613
1091399,2018-594945          ,THEFT,THEFT MOTOR VEHICLE PARTS,08/27/2018,13700 BLOCK 42ND ST N,33613
1094499,2018-630479          ,BATTERY,BATTERY-SIMPLE,09/10/2018,1500 BLOCK 139TH AV E,33613
1095950,2018-646482          ,THEFT,SHOPLIFTING,09/16/2018,15300 BLOCK NEBRASKA AV N,33613
1096351,2018-648693          ,FRAUD,FRAUD-OTHER,09/17/2018,15100 BLOCK FLORIDA AV N,33613
1096992,2018-655386          ,DRUGS,DRUGS/NARCOTICS,09/20/2018,NEBRASKA AV N / 145TH AV E,33613
1097118,2018-655619          ,BATTERY,BATTERY-SIMPLE,09/20/2018,2200 BLOCK CEDAR TRACE CR,33613
1097307,2018-658558          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,09/21/2018,14000 BLOCK NEBRASKA AV N,33613
1098824,2018-675999          ,ROBBERY,PERSON - ROBBERY,09/28/2018,15TH ST N / 137TH AV E,33613
1101861,2018-706496          ,TRAFFIC,Property Damage,10/10/2018,FLETCHER AV E / 46TH ST N,33613
1104569,2018-735820          ,TRAFFIC,Property Damage,10/22/2018,46TH ST N / AVALON HEIGHTS BL,33613
1104649,2018-739661          ,TRAFFIC,Property Damage,10/23/2018,BEARSS AV E / SOMERSET PARK DR,33613
1104735,2018-738432          ,THEFT,THEFT VEHICLE & OTHER MOBILE,10/23/2018,4200 BLOCK FLETCHER AV E,33613
1105565,2018-745845          ,TRAFFIC,Property Damage,10/26/2018,BRUCE B DOWNS BL / 43RD ST N,33613
1107463,2018-766731          ,TRAFFIC,Non Incapacitating Injury,11/03/2018,FLETCHER AV E / 42ND ST N,33613
1107586,2018-768696          ,BURGLARY,BURGLARY WITH ASSAULT/BATTERY,11/04/2018,14200 BLOCK CYBER PL,33613
1107589,2018-768864          ,DRUGS,DRUGS/NARCOTICS,11/04/2018,15TH ST N / 137TH AV E,33612
1107606,2018-767503          ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,11/04/2018,1800 BLOCK 138TH AV E,33613
1107735,2018-769768          ,BATTERY,BATTERY-SIMPLE,11/05/2018,14500 BLOCK HENSEL LN,33613
1109604,2018-789920          ,THEFT,SHOPLIFTING,11/13/2018,15300 BLOCK NEBRASKA AV N,33613
1110294,2018-795023          ,TRAFFIC,Non Incapacitating Injury,11/15/2018,1800 BLOCK 138TH AV E,33613
1111207,2018-805741          ,TRAFFIC,Property Damage,11/20/2018,BRUCE B DOWNS BL / FLETCHER AV E,33613
1111562,2018-809122          ,TRAFFIC,Non Incapacitating Injury,11/21/2018,20TH ST N / 136TH AV E,33613
1111688,2018-811157          ,BATTERY,BATTERY-SIMPLE,11/22/2018,2200 BLOCK CEDAR TRACE CR,33613
1112624,2018-822030          ,BURGLARY,BURGLARY RESIDENCE / FORCED,11/27/2018,13900 BLOCK 19TH ST N,33613
1113245,2018-826103          ,THEFT,GRAND THEFT - ALL OTHER,11/29/2018,3600 BLOCK 138TH AV E,33613
1116202,2018-858005          ,BURGLARY,BURGLARY WITH ASSAULT/BATTERY,12/12/2018,1200 BLOCK WATSON CT,33613
1117141,2018-868047          ,THEFT,PETIT THEFT - ALL OTHER,12/16/2018,3100 BLOCK GRAND PAVILION DR,33613
1117782,2018-871565          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,12/18/2018,1200 BLOCK SAND LAKE CR,33613
1120158,2018-899037          ,BATTERY,BATTERY-SIMPLE,12/30/2018,1400 BLOCK FOUR SEASONS BL,33613
1120633,2019-4174            ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,01/02/2019,2300 BLOCK CAPE BEND AV,33613
1122588,2019-25754           ,TRAFFIC,Non Incapacitating Injury,01/11/2019,NEBRASKA AV N / GROVE AV E,33613
1123945,2019-40995           ,TRAFFIC,Property Damage,01/17/2019,FLORIDA AV N / SINCLAIR HILLS RD,33613
1124858,2019-48731           ,BATTERY,BATTERY-SIMPLE,01/21/2019,14000 BLOCK SAN CASA PL,33613
1126604,2019-67630           ,THEFT,THEFT VEHICLE & OTHER MOBILE,01/29/2019,14600 BLOCK BRUCE B DOWNS BL,33613
1127420,2019-77289           ,THEFT,THEFT FROM A BUILDING,02/01/2019,14500 BLOCK RAVEN BROOK,33613
