OBJECTID,Case Number,Crime Type,Crime Type Extension,Reported Date,Address,zip
940310,2016-869398          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,12/15/2016,400 BLOCK SINCLAIR HILLS RD,33549
941289,2016-878625          ,FRAUD,FRAUD-OTHER,12/19/2016,1700 BLOCK MILL RUN CR,33613
944160,2016-908250          ,DRUGS,DRUG PARAPHERNALIA,12/31/2016,13700 BLOCK GRAGSTON CR,33613
944183,2017-1303            ,BATTERY,BATTERY-SIMPLE,01/01/2017,17000 BLOCK CANDELEDA DE AVILA,33613
944990,2017-7012            ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,01/04/2017,14300 BLOCK DAKE LN,33613
945033,2017-8818            ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,01/04/2017,14300 BLOCK DAKE LN,33613
947140,2017-27110           ,BATTERY,BATTERY-SIMPLE,01/12/2017,13700 BLOCK 20TH ST N,33613
947990,2017-37647           ,BATTERY,BATTERY-SIMPLE,01/16/2017,4100 BLOCK SKIPPER RD,33613
948030,2017-37360           ,DRUGS,DRUGS/NARCOTICS,01/16/2017,NEBRASKA AV N / SKIPPER RD,33613
948923,2017-44277           ,BATTERY,BATTERY-AGGRAVATED,01/19/2017,13800 BLOCK 19TH ST N,33613
950884,2017-65528           ,TRAFFIC,Property Damage,01/27/2017,BEARSS AV E / FISHER RD,33613
952693,2017-83631           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/03/2017,1800 BLOCK FLETCHER AV E,33612
953008,2017-85237           ,THEFT,THEFT FROM A BUILDING,02/04/2017,200 BLOCK SUNSET CR,33613
954880,2017-106101          ,TRAFFIC,Non Incapacitating Injury,02/12/2017,FLETCHER AV E / 20TH ST N,33612
956752,2017-124019          ,BATTERY,BATTERY-SIMPLE,02/19/2017,14800 BLOCK SHADY KNOLL CT,33613
959646,2017-152387          ,THEFT,GRAND THEFT - ALL OTHER,03/02/2017,3900 BLOCK ROCKY CR,33613
960350,2017-159788          ,BURGLARY,BURGLARY RESIDENCE / FORCED,03/05/2017,1500 BLOCK 140TH AV E,33613
961624,2017-172233          ,BATTERY,BATTERY-SIMPLE,03/10/2017,14200 BLOCK ISOBA CT,33613
962096,2017-177877          ,BURGLARY,THEFT FROM A VEHICLE,03/12/2017,14500 BLOCK VALOR CR,33613
962159,2017-178839          ,DRUGS,DRUGS/NARCOTICS,03/12/2017,19TH ST N / 138TH AV E,33613
963118,2017-186982          ,BATTERY,BATTERY-SIMPLE,03/16/2017,1200 BLOCK SKIPPER RD,33613
963393,2017-191441          ,TRAFFIC,Property Damage,03/17/2017,FLETCHER AV E / 31ST ST N,33613
966115,2017-218190          ,THEFT,THEFT OF BICYCLE,03/28/2017,3500 BLOCK JEFFERSON COMMONS DR,33613
968010,2017-239657          ,TRAFFIC,Non Incapacitating Injury,04/05/2017,BRUCE B DOWNS BL / COVE BEND DR,33613
968989,2017-246463          ,TRAFFIC,Property Damage,04/08/2017,FLETCHER AV E / BRUCE B DOWNS BL,33613
972945,2017-289072          ,THEFT,THEFT MOTOR VEHICLE PARTS,04/24/2017,4400 BLOCK VIEUX CARRE CR,33613
975647,2017-316403          ,THEFT,SHOPLIFTING,05/04/2017,15300 BLOCK NEBRASKA AV N,33613
975836,2017-315984          ,TRAFFIC,Property Damage,05/04/2017,BRUCE B DOWNS BL / BEARSS AV E,33613
978349,2017-340681          ,DRUGS,DRUGS/NARCOTICS,05/14/2017,FLETCHER AV E / BRUCE B DOWNS BL,33613
979477,2017-353616          ,TRAFFIC,Property Damage,05/18/2017,BEARSS AV E / 30TH ST N,33613
981243,2017-371920          ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,05/25/2017,14200 BLOCK CHOCTAW VLG DR,33613
983453,2017-394485          ,BURGLARY,THEFT FROM A VEHICLE,06/03/2017,140TH AV E / SAN CASA PL,33613
985494,2017-417727          ,TRAFFIC,Property Damage,06/12/2017,BEARSS AV W / FLORIDA AV N,33613
986175,2017-422318          ,DRUGS,DRUGS/NARCOTICS,06/14/2017,140TH AV E / 20TH ST N,33613
989218,2017-453842          ,BATTERY,ELDERLY/DISABLED - AGGRAVATED,06/26/2017,100 BLOCK ARKWRIGHT DR,33613
990752,2017-471016          ,THEFT,THEFT VEHICLE & OTHER MOBILE,07/03/2017,700 BLOCK BEARSS AV E,33613
991900,2017-483159          ,FRAUD,FRAUD-OTHER,07/07/2017,2500 BLOCK BEARSS AV E,33613
992876,2017-493122          ,BATTERY,BATTERY-AGGRAVATED,07/11/2017,2100 BLOCK 142ND AV E,33613
993025,2017-495669          ,THEFT,SHOPLIFTING,07/12/2017,15300 BLOCK NEBRASKA AV N,33613
993838,2017-502063          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,07/15/2017,15300 BLOCK NEBRASKA AV N,33613
994004,2017-504224          ,THEFT,THEFT VEHICLE & OTHER MOBILE,07/16/2017,14200 BLOCK 19TH ST N,33613
997433,2017-540063          ,DRUGS,DRUGS/NARCOTICS,07/30/2017,FLETCHER AV E / 20TH ST N,33612
997599,2017-541103          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,07/30/2017,4200 BLOCK WOODSPRING LN,33613
1002557,2017-592338          ,DRUGS,DRUGS/NARCOTICS,08/19/2017,FLETCHER AV E / 46TH ST N,33613
1006195,2017-628335          ,DUI,DUI (DRIVING UNDER INFLUENCE),09/02/2017,22ND ST N / BANYAN BLUFF DR,33613
1009155,2017-665340          ,BURGLARY,THEFT FROM A VEHICLE,09/16/2017,3500 BLOCK JEFFERSON COMMONS DR,33613
1010217,2017-676594          ,BURGLARY,THEFT FROM A VEHICLE,09/21/2017,1200 BLOCK SKIPPER RD,33613
1011963,2017-692189          ,BURGLARY,THEFT FROM A VEHICLE,09/27/2017,3000 BLOCK GATES DR,33613
1011983,2017-694853          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,09/28/2017,1300 BLOCK AUTUMN DR,33613
1014067,2017-711575          ,THEFT,THEFT MOTOR VEHICLE PARTS,10/05/2017,100 BLOCK 145TH AV E,33613
1015023,2017-724332          ,THEFT,PURSE SNATCHING,10/10/2017,14100 BLOCK MONTEREY PINES DR,33613
1016580,2017-739454          ,THEFT,SHOPLIFTING,10/16/2017,13600 BLOCK UNIVERSITY PZ,33613
1016726,2017-738722          ,BATTERY,BATTERY-SIMPLE,10/16/2017,1500 BLOCK 139TH AV E,33613
1018704,2017-758863          ,THEFT,SHOPLIFTING,10/24/2017,2500 BLOCK BEARSS AV E,33549
1020682,2017-777663          ,THEFT,GRAND THEFT - ALL OTHER,11/01/2017,42ND ST N / SKIPPER RD,33613
1022451,2017-796335          ,BURGLARY,THEFT FROM A VEHICLE,11/08/2017,14400 BLOCK HENSEL LN,33613
1023556,2017-807688          ,THEFT,GRAND THEFT - ALL OTHER,11/13/2017,13800 BLOCK AZALEA CR,33613
1023576,2017-807798          ,THEFT,GRAND THEFT - ALL OTHER,11/13/2017,2200 BLOCK BEARSS AV E,33613
1024429,2017-816280          ,TRAFFIC,Property Damage,11/16/2017,42ND ST N / MONTICELLO GARDENS PL,33613
1025173,2017-823150          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,11/19/2017,2300 BLOCK CEDAR TRACE CR,33613
1025259,2017-822948          ,THEFT,SHOPLIFTING,11/19/2017,15300 BLOCK NEBRASKA AV N,33613
1026258,2017-835681          ,MISCHIEF,CRIMINAL MISCHIEF FELONY,11/24/2017,2300 BLOCK CEDAR TRACE CR,33613
1026387,2017-834133          ,BATTERY,BATTERY-SIMPLE,11/24/2017,13800 BLOCK SANDY HILL LP,33613
1028090,2017-852565          ,TRAFFIC,Non Incapacitating Injury,12/01/2017,BRUCE B DOWNS BL / COVE BEND DR,33613
1028110,2017-853083          ,BATTERY,BATTERY-SIMPLE,12/01/2017,13500 BLOCK UNIVERSITY PZ,33613
1028196,2017-853094          ,BATTERY,BATTERY-SIMPLE,12/01/2017,14500 BLOCK SEAFORD CR,33613
1028299,2017-855671          ,THEFT,THEFT OF BICYCLE,12/02/2017,1900 BLOCK GREGORY DR,33613
1030151,2017-872620          ,THEFT,THEFT VEHICLE & OTHER MOBILE,12/09/2017,14200 BLOCK JO ANN CT,33613
1032192,2017-896037          ,BURGLARY,BURGLARY RESIDENCE / FORCED,12/18/2017,1500 BLOCK 142ND AV E,33613
1033898,2017-911271          ,TRAFFIC,Non Incapacitating Injury,12/24/2017,NEBRASKA AV N / 142ND AV E,33613
1035661,2018-3765            ,THEFT,THEFT OF BICYCLE,01/02/2018,100 BLOCK BEARSS AV W,33613
1036663,2018-13561           ,TRAFFIC,Non Incapacitating Injury,01/06/2018,FLETCHER AV E / 20TH ST N,33612
1036872,2018-14850           ,BATTERY,BATTERY-SIMPLE,01/07/2018,140TH AV E / 12TH ST N,33613
1039597,2018-45778           ,THEFT,THEFT OF BICYCLE,01/19/2018,14200 BLOCK 42ND ST N,33613
1039640,2018-045710          ,TRAFFIC,Property Damage,01/19/2018,BRUCE B DOWNS BL / BEARSS AV E,33613
1041595,2018-63009           ,TRAFFIC,Property Damage,01/26/2018,BRUCE B DOWNS BL / FLETCHER AV E,33613
1041787,2018-65234           ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,01/27/2018,14200 BLOCK 42ND ST N,33613
1044386,2018-90915           ,BATTERY,BATTERY-SIMPLE,02/06/2018,2100 BLOCK 142ND AV E,33613
1044512,2018-93250           ,BATTERY,BATTERY-SIMPLE,02/07/2018,2200 BLOCK CEDAR TRACE CR,33613
1047088,2018-118207          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/17/2018,3800 BLOCK WOODSPRING LN,33613
1047383,2018-122974          ,THEFT,SHOPLIFTING,02/19/2018,15300 BLOCK NEBRASKA AV N,33613
1048296,2018-131681          ,DRUGS,DRUG TRAFFICKING/DELIVERY,02/22/2018,1000 BLOCK SKIPPER RD,33613
1049023,2018-138998          ,BATTERY,BATTERY-SIMPLE,02/25/2018,14300 BLOCK NEBRASKA AV N,33613
1049298,2018-141331          ,THEFT,THEFT MOTOR VEHICLE PARTS,02/26/2018,200 BLOCK SOUTH PINE DR,33613
1052212,2018-168750          ,TRAFFIC,Non Incapacitating Injury,03/09/2018,FLORIDA AV N / BEARSS AV W,33613
1055959,2018-206165          ,THEFT,PETIT THEFT - ALL OTHER,03/25/2018,1200 BLOCK 142ND AV E,33613
1056849,2018-217429          ,THEFT,SHOPLIFTING,03/29/2018,13500 BLOCK FLORIDA AV N,33613
1057848,2018-227335          ,TRAFFIC,Property Damage,04/02/2018,FLETCHER AV E / 46TH ST N,33613
1057914,2018-226453          ,BATTERY,BATTERY-AGGRAVATED,04/02/2018,13800 BLOCK HERITAGE CLUB DR,33613
1059574,2018-244564          ,TRAFFIC,Property Damage,04/09/2018,FLETCHER AV E / 46TH ST N,33613
1060656,2018-254096          ,BATTERY,BATTERY-SIMPLE,04/12/2018,13700 BLOCK 15TH ST N,33613
1060745,2018-257144          ,TRAFFIC,Non Incapacitating Injury,04/13/2018,BRUCE B DOWNS BL / LAKE FOREST DR,33613
1061615,2018-266191          ,TRAFFIC,Non Incapacitating Injury,04/17/2018,FLETCHER AV E / BRUCE B DOWNS BL,33613
1063596,2018-287104          ,BATTERY,BATTERY-SIMPLE,04/25/2018,13600 BLOCK PLATTE CREEK CR,33613
1064320,2018-294223          ,THEFT,PETIT THEFT - ALL OTHER,04/28/2018,2200 BLOCK CEDAR TRACE CR,33613
1064532,2018-297142          ,DRUGS,DRUGS/NARCOTICS,04/29/2018,BEARSS AV W / WINDING CREEK CT,33613
1065319,2018-303939          ,BATTERY,BATTERY-SIMPLE,05/02/2018,13700 BLOCK GRAGSTON CR,33613
1066275,2018-314382          ,TRAFFIC,Property Damage,05/06/2018,BEARSS AV E / GREGORY DR,33613
1066401,2018-316928          ,TRAFFIC,Property Damage,05/07/2018,BEARSS AV W / HAVEN BN,33613
1067294,2018-325571          ,THEFT,SHOPLIFTING,05/10/2018,15300 BLOCK NEBRASKA AV N,33613
1068359,2018-336662          ,THEFT,PETIT THEFT - ALL OTHER,05/15/2018,13900 BLOCK SANDY HILL LP,33613
1071081,2018-362678          ,DRUGS,DRUGS/NARCOTICS,05/26/2018,MONTEREY PINES DR / CAMBRIDGE WOODS DR,33613
1072850,2018-383564          ,DUI,DUI (DRIVING UNDER INFLUENCE),06/03/2018,2200 BLOCK CEDAR TRACE CR,33613
1072936,2018-386087          ,THEFT,THEFT OF BICYCLE,06/04/2018,2100 BLOCK PINE CHACE CT,33613
1074977,2018-408683          ,THEFT,THEFT FROM A BUILDING,06/13/2018,2200 BLOCK 138TH AV E,33613
1075890,2018-419047          ,DRUGS,DRUGS/NARCOTICS,06/17/2018,1300 BLOCK 137TH AV E,33613
1079952,2018-463885          ,DRUGS,DRUG TRAFFICKING/DELIVERY,07/05/2018,140TH AV E / 15TH ST N,33613
1081741,2018-487574          ,DRUGS,DRUGS/NARCOTICS,07/14/2018,ROME AV N / HAVEN BN,33613
1082591,2018-495183          ,THEFT,THEFT MOTOR VEHICLE PARTS,07/18/2018,13800 BLOCK AZALEA CR,33613
1083550,2018-506075          ,THEFT,SHOPLIFTING,07/22/2018,13600 BLOCK UNIVERSITY PZ,33613
1084380,2018-516725          ,TRAFFIC,Property Damage,07/26/2018,140TH AV E / 12TH ST N,33613
1088339,2018-559042          ,BURGLARY,BURGLARY BUSINESS/NO FORCE,08/13/2018,14800 BLOCK NEBRASKA AV N,33613
1090102,2018-579695          ,BURGLARY,THEFT FROM A VEHICLE,08/21/2018,3800 BLOCK WOODSPRING LN,33613
1090251,2018-582925          ,TRAFFIC,Non Incapacitating Injury,08/22/2018,22ND ST N / 143RD AV E,33613
1094227,2018-626694          ,TRAFFIC,Non Incapacitating Injury,09/08/2018,4200 BLOCK WOODSPRING LN,33613
1096763,2018-654634          ,DRUGS,DRUGS/NARCOTICS,09/19/2018,20TH ST N / 137TH AV E,33613
1098781,2018-674348          ,BATTERY,BATTERY-SIMPLE,09/27/2018,700 BLOCK DEBBIE CR,33613
1099634,2018-684432          ,THEFT,SHOPLIFTING,10/01/2018,13600 BLOCK UNIVERSITY PZ,33613
1103547,2018-725338          ,DRUGS,DRUGS/NARCOTICS,10/17/2018,14600 BLOCK BANYAN BLUFF DR,33613
1104337,2018-734807          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,10/21/2018,14600 BLOCK 42ND ST N,33613
1104718,2018-739822          ,DUI,DUI (DRIVING UNDER INFLUENCE),10/23/2018,BEARSS AV E / SOMERSET PARK DR,33613
1105379,2018-743626          ,DRUGS,DRUGS/NARCOTICS,10/25/2018,143RD AV E / LUCERNE DR,33613
1106441,2018-756188          ,TRAFFIC,Property Damage,10/30/2018,NEBRASKA AV N / 142ND AV E,33613
1108187,2018-776018          ,BATTERY,BATTERY-SIMPLE,11/07/2018,143RD AV E / 15TH ST N,33613
1108356,2018-774838          ,TRAFFIC,Property Damage,11/07/2018,13600 BLOCK 22ND ST N,33613
1108376,2018-776174          ,DRUGS,DRUGS/NARCOTICS,11/07/2018,700 BLOCK BEARSS AV E,33613
1110185,2018-795137          ,DRUGS,DRUGS/NARCOTICS,11/15/2018,4100 BLOCK MONTICELLO GARDENS PL,33613
1110291,2018-795197          ,TRAFFIC,Property Damage,11/15/2018,FLETCHER AV E / 23RD ST N,33613
1114015,2018-836452          ,THEFT,SHOPLIFTING,12/03/2018,15300 BLOCK NEBRASKA AV N,33613
1116886,2018-863025          ,THEFT,PETIT THEFT - ALL OTHER,12/14/2018,14500 BLOCK 46TH ST N,33613
1117676,2018-873931          ,BATTERY,BATTERY-SIMPLE,12/18/2018,14400 BLOCK RENEE CT N,33613
1124738,2019-47533           ,BATTERY,FELONY BATTERY,01/20/2019,13700 BLOCK 19TH ST N,33613
1128482,2019-89684           ,BATTERY,BATTERY-SIMPLE,02/06/2019,3600 BLOCK JEFFERSON COMMONS DR,33613
1129544,2019-100835          ,TRAFFIC,Non Incapacitating Injury,02/11/2019,BRUCE B DOWNS BL / 138TH AV E,33613
1131330,2019-120150          ,THEFT,SHOPLIFTING,02/18/2019,13600 BLOCK UNIVERSITY PZ,33613
1131373,2019-119911          ,TRAFFIC,Property Damage,02/18/2019,46TH ST N / ABBOTT DR,33613
1131376,2019-118250          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,02/18/2019,800 BLOCK WALKER DR,33613
1132352,2019-129598          ,BATTERY,BATTERY-SIMPLE,02/22/2019,14300 BLOCK LUCERNE DR,33613
1132458,2019-131708          ,ROBBERY,PERSON - ROBBERY,02/22/2019,1900 BLOCK 139TH AV E,33613
1135163,2019-159195          ,TRAFFIC,Property Damage,03/06/2019,46TH ST N / SWEETWATER LAKE DR,33613
1137779,2019-187832          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,03/17/2019,1900 BLOCK PINE LOCH TR,33613
1139631,2019-210376          ,BATTERY,BATTERY-SIMPLE,03/26/2019,2100 BLOCK 142ND AV E,33613
1140032,2019-214803          ,THEFT,PETIT THEFT - ALL OTHER,03/28/2019,4200 BLOCK MONTICELLO GARDENS PL,33613
1140630,2019-219462          ,TRAFFIC,Non Incapacitating Injury,03/30/2019,BEARSS AV W / WINDING CREEK CT,33613
1143564,2019-252709          ,TRAFFIC,Property Damage,04/12/2019,WOODWAY DR / WOODCLIFF AV,33613
1143670,2019-254547          ,THEFT,SHOPLIFTING,04/12/2019,15300 BLOCK NEBRASKA AV N,33613
1145711,2019-276449          ,BURGLARY,BURGLARY RESIDENCE / FORCED,04/21/2019,1400 BLOCK 140TH AV E,33613
1146501,2019-284883          ,THEFT,SHOPLIFTING,04/24/2019,2200 BLOCK BEARSS AV E,33613
1148353,2019-307036          ,TRAFFIC,Property Damage,05/02/2019,15TH ST N / 140TH AV E,33613
1149521,2019-317555          ,BURGLARY,THEFT FROM A VEHICLE,05/07/2019,14900 BLOCK PHILMORE RD,33613
1149627,2019-319864          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,05/07/2019,3900 BLOCK TUMBLE WOOD TL,33613
1150162,2019-324958          ,DRUGS,DRUGS/NARCOTICS,05/09/2019,20TH ST N / 137TH AV E,33613
1152266,2019-345044          ,MISCHIEF,CRIMINAL MISCHIEF MISDEMEANOR,05/17/2019,1200 BLOCK SAND LAKE CR,33613
1154138,2019-365220          ,TRAFFIC,Property Damage,05/25/2019,BRUCE B DOWNS BL  /  UNIVERSITY PZ,33613
1157988,2019-410400          ,DRUGS,DRUGS/NARCOTICS,06/11/2019,15300 BLOCK NEBRASKA AV N,33613
1159820,2019-430919          ,BATTERY,BATTERY-SIMPLE,06/19/2019,1200 BLOCK SAND LAKE CR,33613
1164437,2019-487732          ,TRAFFIC,Property Damage,07/10/2019,BRUCE B DOWNS BL  /  138TH AV E,33613
1164818,2019-493535          ,BATTERY,BATTERY-SIMPLE,07/12/2019,13900 BLOCK FLETCHERS MILL DR,33613
1165943,2019-506633          ,THEFT,THEFT OF BICYCLE,07/17/2019,14100 BLOCK MONTEREY PINES DR,33613
1166816,2019-518352          ,BURGLARY,THEFT FROM A VEHICLE,07/22/2019,14300 BLOCK HENSEL LN,33613
1168496,2019-536649          ,FRAUD,FRAUD-SWINDLE,07/29/2019,15300 BLOCK NEBRASKA AV N,33613
1171327,2019-568406          ,BATTERY,BATTERY-SIMPLE,08/10/2019,14000 BLOCK NEBRASKA AV N,33613
1171413,2019-570027          ,THEFT,SHOPLIFTING,08/11/2019,15300 BLOCK NEBRASKA AV N,33613
1172117,2019-579261          ,ASSAULT,AGGRAVATED ASSAULT,08/14/2019,3100 BLOCK GRAND PAVILION DR,33613
1172306,2019-581010          ,BURGLARY,BURGLARY WITH ASSAULT/BATTERY,08/15/2019,13800 BLOCK KAPOK CT,33613
1172581,2019-583271          ,TRAFFIC,Property Damage,08/16/2019,BRUCE B DOWNS BL  /  42ND ST N,33613
1177095,2019-633776          ,FRAUD,FRAUD-SWINDLE,09/04/2019,15300 BLOCK NEBRASKA AV N,33613
1178924,2019-655008          ,TRAFFIC,Property Damage,09/12/2019,PRISM CR  /  BEARSS AV E,33613
1178967,2019-656863          ,BATTERY,BATTERY-SIMPLE,09/12/2019,3100 BLOCK FLETCHER AV E,33613
1181197,2019-681097          ,DRUGS,DRUG PARAPHERNALIA,09/22/2019,HENSEL LN  /  22ND ST N,33613
1183879,2019-711474          ,TRAFFIC,Non Incapacitating Injury,10/03/2019,BEARSS AV E  /  18TH ST N,33613
1184520,2019-717811          ,DRUGS,DRUGS/NARCOTICS,10/06/2019,LIVINGSTON AV  /  BEARSS AV E,33559
1185754,2019-731733          ,TRAFFIC,Non Incapacitating Injury,10/11/2019,BRUCE B DOWNS BL  /  37TH ST N,33613
1186644,2019-741333          ,TRAFFIC,Property Damage,10/15/2019,LIVINGSTON AV  /  BEARSS AV E,33559
