OBJECTID,Case Number,Crime Type,Crime Type Extension,Reported Date,Address,zip
960084,2017-156806          ,TRAFFIC,Non Incapacitating Injury,03/04/2017,NINE EAGLES DR / MUIRFIELD DR,33556
973168,2017-290799          ,TRAFFIC,Property Damage,04/25/2017,RACE TRACK RD / PONY EXPRESS WY,33556
977084,2017-329370          ,THEFT,GRAND THEFT - ALL OTHER,05/09/2017,17000 BLOCK WINNERS CR,33556
994399,2017-508781          ,BURGLARY,BURGLARY RESIDENCE / NO FORCE,07/18/2017,11500 BLOCK INNFIELDS DR,33556
1006507,2017-633712          ,TRAFFIC,Non Incapacitating Injury,09/04/2017,TARPON SPRINGS RD / PATTERSON RD,33556
1019036,2017-760916          ,THEFT,PETIT THEFT - ALL OTHER,10/25/2017,16600 BLOCK SOUNDING SHORES DR,33556
1026653,2017-839286          ,TRAFFIC,Property Damage,11/26/2017,7000 BLOCK VAN DYKE RD,33556
1029544,2017-868314          ,TRAFFIC,Property Damage,12/07/2017,GUNN HW / NORTH MOBLEY RD,33556
1044778,2018-94506           ,TRAFFIC,Non Incapacitating Injury,02/08/2018,GUNN HW / RACE TRACK RD,33556
1060135,2018-251548          ,BATTERY,BATTERY-SIMPLE,04/11/2018,7800 BLOCK COLLEY RD,33556
1065880,2018-308745          ,TRAFFIC,Property Damage,05/04/2018,GUNN HW / RACE TRACK RD,33556
1066713,2018-320131          ,DRUGS,DRUGS/NARCOTICS,05/08/2018,CARRIAGE WY / VAN DYKE FARMS BL,33556
1068007,2018-333473          ,TRAFFIC,Non Incapacitating Injury,05/14/2018,TARPON SPRINGS RD / BOY SCOUT RD,33556
1071751,2018-370828          ,TRAFFIC,Property Damage,05/29/2018,VAN DYKE RD / GUNN HW,33556
1083261,2018-504125          ,TRAFFIC,Property Damage,07/21/2018,GUNN HW / LUTZ LAKE FERN RD,33556
1086647,2018-541819          ,THEFT,THEFT FROM A BUILDING,08/06/2018,8000 BLOCK NORTH MOBLEY RD,33556
1087818,2018-555828          ,DUI,DUI (DRIVING UNDER INFLUENCE),08/11/2018,14000 BLOCK GUNN HW,33556
1088090,2018-555962          ,DRUGS,DRUGS/NARCOTICS,08/12/2018,16400 BLOCK TURNBURY OAK DR,33556
1099093,2018-679050          ,TRAFFIC,Property Damage,09/29/2018,GUNN HW / BYS RN,33556
